Event Type,State,City,Location,Property Type,Authorship 1,Authorship 2,Fatal Victims,Injured,Source,Lat,Lon,Address
Sabotaje,Norte de Santander,Sardinata,,Infraestructura Energética,Guerrilla,Guerrilla-CGSB,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 79",8.085092,-72.799937,"Sardinata, Sardinata, North Santander, Colombia"
Sabotaje,Norte de Santander,Sardinata,,Infraestructura Energética,Guerrilla,Guerrilla-ELN,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 84",8.085092,-72.799937,"Sardinata, Sardinata, North Santander, Colombia"
Sabotaje,Norte de Santander,Sardinata,,Infraestructura Energética,Guerrilla,Guerrilla-CGSB,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 122",8.085092,-72.799937,"Sardinata, Sardinata, North Santander, Colombia"
Acciones Bélicas,Norte de Santander,Sardinata,Vía Sardinata  Ocana,,Guerrilla-Fuerza Pública,Policía Nacional-ELN,,,"Boletin Informativo Justicia y Paz. Volumen 5, No 2. Abril - Junio 1992. Pp 30",8.085092,-72.799937,"Sardinata, Sardinata, North Santander, Colombia"
Acciones Bélicas,Norte de Santander,Sardinata,IP La Victoria,Entidades Públicas,Guerrilla,Guerrilla No Identificada,,,Justicia y Paz Vol 5 #4,8.085092,-72.799937,"Sardinata, Sardinata, North Santander, Colombia"
Quema de Vehículos,Norte de Santander,Sardinata,Sitio Abrego,Medios de Transporte,Guerrilla,Guerrilla No Identificada,,,"Boletin Informativo Justicia y Paz, Volumen 8 #3. Pp. 83",8.085092,-72.799937,"Sardinata, Sardinata, North Santander, Colombia"
Sabotaje,Norte de Santander,Sardinata,Sitio Miraflores,Infraestructura Energética (Oleoducto),Guerrilla,Guerrilla No Identificada,,,Noche y Niebla #12. Pp. 75,8.085092,-72.799937,"Sardinata, Sardinata, North Santander, Colombia"
Acciones Bélicas,Norte de Santander,Sardinata,IP La Victoria,Infraestructura de Comunicaciones,Guerrilla,Guerrilla-ELN,,, Noche y Niebla # 12 Pp. 85,8.085092,-72.799937,"Sardinata, Sardinata, North Santander, Colombia"
Sabotaje,Norte de Santander,Sardinata,Cabecera Municipal - Vía Sardinata - Astilleras,Infraestructura Víal,Guerrilla,Guerrilla-EPL,,,Revista Noche y Niebla # 16 Abril  Pp. 54,8.085092,-72.799937,"Sardinata, Sardinata, North Santander, Colombia"
Acciones Bélicas,Norte de Santander,Sardinata,IP Las Mercedes,Vivienda,Guerrilla,Guerrilla-FARC,,,Banco de Datos de Derechos Humanos y Violencia Política,8.085092,-72.799937,"Sardinata, Sardinata, North Santander, Colombia"
Quema de Vehículos,Norte de Santander,Sardinata,Via Sardinata - La Virgen,Medios de Transporte,Guerrilla,Guerrilla-Sin Identificar,,, Noche y Niebla # 22 Pp. 25,8.085092,-72.799937,"Sardinata, Sardinata, North Santander, Colombia"
Asesinato Selectivo-Quema de Vehículos,Norte de Santander,Sardinata,IP Luís Vero,Medio de Transporte,Grupo Armado No Identificado,Grupo Armado No Identificado, ,,Noche y Niebla # 23 Pp. 86,8.085092,-72.799937,"Sardinata, Sardinata, North Santander, Colombia"
Ataque a Propiedad,Norte de Santander,Sardinata,Vía Sardinata - El Zulia. Corregimiento San Roque,Medios de Transporte,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 34 Pp. 75,8.085092,-72.799937,"Sardinata, Sardinata, North Santander, Colombia"
Quema de Vehículos,Norte de Santander,Sardinata,Vía Sardinata - Ocaña,Medios de Transporte,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 34 Pp. 140,8.085092,-72.799937,"Sardinata, Sardinata, North Santander, Colombia"
Quema de Vehículos,Norte de Santander,Sardinata,Zona Rural,Medios de Transporte,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 39 Pp. 94,8.085092,-72.799937,"Sardinata, Sardinata, North Santander, Colombia"
Quema de Vehículos,Norte de Santander,Sardinata,Vía Sardinata - Cúcuta,Medios de Transporte,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 39 Pp. 185,8.085092,-72.799937,"Sardinata, Sardinata, North Santander, Colombia"
Acciones Bélicas,Norte de Santander,Sardinata,IP Las Mercedes,Vivienda,Guerrilla,Guerrilla-FARC,,,,8.085092,-72.799937,"Sardinata, Sardinata, North Santander, Colombia"
Ataque a Instituciones,Cundinamarca,Sasaima,,Entidades Públicas,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 9. Pp. 36,4.963945,-74.434042,"Sasaima, Sasaima, Cundinamarca, Colombia"
Sabotaje,Cundinamarca,Sasaima,Zona Rural,Infraestructura Eléctrica,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 27 Pp. 109,4.963945,-74.434042,"Sasaima, Sasaima, Cundinamarca, Colombia"
Ataque a Instituciones,Antioquia,Segovia,Vereda Cenizal,Medios de Transporte,Guerrilla,Guerrilla-CGSB,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 39",7.079604,-74.699095,"Segovia, Segovia, Antioquia, Colombia"
Quema de Vehículos,Antioquia,Segovia,Vía a la mina Providencia-sitio La Salada,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 87",7.079604,-74.699095,"Segovia, Segovia, Antioquia, Colombia"
Acciones Bélicas,Antioquia,Segovia,Sitio La Montanita,,Guerrilla,Guerrilla-CGSB,,,"Boletin Informativo Justicia y Paz. Volumen 5, No 2. Abril - Junio 1992. Pp 29",7.079604,-74.699095,"Segovia, Segovia, Antioquia, Colombia"
Sabotaje,Antioquia,Segovia,,Infraestructura Eléctrica,Grupo Armado No Identificado,Grupo Armado No Identificado,,,Justicia y Paz Vol 5 #2,7.079604,-74.699095,"Segovia, Segovia, Antioquia, Colombia"
Sabotaje,Antioquia,Segovia,,Infraestructura Energética (Oleoductos),Guerrilla,Guerrilla-ELN,7,,Justicia y Paz Vol 5 #3,7.079604,-74.699095,"Segovia, Segovia, Antioquia, Colombia"
Sabotaje,Antioquia,Segovia,,Infraestructura Energética (Oleoductos),Guerrilla,Guerrilla-CGSB,,,Justicia y Paz Vol 5 #4,7.079604,-74.699095,"Segovia, Segovia, Antioquia, Colombia"
Sabotaje,Antioquia,Segovia,,Infraestructura Energética (Oleoductos),Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 5 #4,7.079604,-74.699095,"Segovia, Segovia, Antioquia, Colombia"
Sabotaje,Antioquia,Segovia,,Infraestructura Energética (Oleoductos),Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 5 #4,7.079604,-74.699095,"Segovia, Segovia, Antioquia, Colombia"
Sabotaje,Antioquia,Segovia,,Infraestructura Energética (Oleoductos),Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 5 #4,7.079604,-74.699095,"Segovia, Segovia, Antioquia, Colombia"
Sabotaje,Antioquia,Segovia,Zona Rural,Infraestructura Energética (Oleoducto),Guerrilla,Guerrilla-ELN,,,"Boletin Informativo Justicia y Paz. Volumen 6, No 2. Abril  - Junio   1993. Pp 79",7.079604,-74.699095,"Segovia, Segovia, Antioquia, Colombia"
Sabotaje,Antioquia,Segovia,,Infraestructura Energética (Oleoductos),Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 7 #1,7.079604,-74.699095,"Segovia, Segovia, Antioquia, Colombia"
Sabotaje,Antioquia,Segovia,,Infraestructura Energética (Oleoductos),Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 7 #3,7.079604,-74.699095,"Segovia, Segovia, Antioquia, Colombia"
Sabotaje,Antioquia,Segovia,Sitio La pachanga,Infraestructura Energética,Guerrilla,Guerrilla No Identificada,,,"Boletin Informativo Justicia y Paz, Volumen 8 #1. Pp. 113",7.079604,-74.699095,"Segovia, Segovia, Antioquia, Colombia"
Acciones Bélicas-Ataque a Instituciones,Antioquia,Segovia,Cabecera Municipal,Entidades Públicas,Guerrilla,Guerrilla-ELN,,,Boletin Justicia y Paz Vol. 9  No 2. Pp. 59,7.079604,-74.699095,"Segovia, Segovia, Antioquia, Colombia"
Ataque a Propiedad,Antioquia,Segovia,Cabecera Municipal,Establecimiento Comercial,Guerrilla,Guerrilla-ELN,,,Noche y Niebla # 1. Pp. 78,7.079604,-74.699095,"Segovia, Segovia, Antioquia, Colombia"
Ataque a Instituciones,Antioquia,Segovia,Cabecera Municipal,Entidades Públicas,Guerrilla,Guerrilla No Identificada,,,Noche y Niebla # 3. Pp. 122,7.079604,-74.699095,"Segovia, Segovia, Antioquia, Colombia"
Ataque a Organizaciones,Antioquia,Segovia,Cabecera Municipal,,Guerrilla,Guerrilla-ELN,,,Noche y Niebla # 5. Pp. 115,7.079604,-74.699095,"Segovia, Segovia, Antioquia, Colombia"
Sabotaje,Antioquia,Segovia,Corregimiento Fraguas-Vereda Machuca,Infraestructura Energética (Oleoducto)- Viviendas,Guerrilla,Guerrilla-ELN,73,,Noche y Niebla # 10 Pp. 39-40. Personería Municipal de Segovia,7.079604,-74.699095,"Segovia, Segovia, Antioquia, Colombia"
Ataque a Propiedad,Antioquia,Segovia,,Establecimiento Comercial,Guerrilla,Guerrilla-FARC,,,Noche y Niebla #13. Pp. 92,7.079604,-74.699095,"Segovia, Segovia, Antioquia, Colombia"
Sabotaje,Antioquia,Segovia,Corregimiento Fraguas,Infraestructura Eléctrica,Guerrilla,Guerrilla-ELN,,,Revista Noche y Niebla # 16 Abril  Pp. 59,7.079604,-74.699095,"Segovia, Segovia, Antioquia, Colombia"
Sabotaje,Antioquia,Segovia,Cabecera Municipal - Vía Segovia - Zaragoza,Infraestructura Víal,Guerrilla,Guerrilla-ELN,,,Revista Noche y Niebla # 16 Abril  Pp. 59,7.079604,-74.699095,"Segovia, Segovia, Antioquia, Colombia"
Masacre,Antioquia,Segovia,,Infraestructura de Comunicaciones,Grupos Paramilitares,Grupos Paramilitares,,,Noche y Niebla # 19 Pp. 108 En Deuda con la Humanidad. Paramilitarismo de EsTadó en Colombia 1988-2003 Pp. 354,7.079604,-74.699095,"Segovia, Segovia, Antioquia, Colombia"
Sabotaje,Antioquia,Segovia,,Infraestructura Energética,Guerrilla,Guerrilla-ELN,,, Noche y Niebla # 21 Pp. 122,7.079604,-74.699095,"Segovia, Segovia, Antioquia, Colombia"
Sabotaje,Antioquia,Segovia,Vereda Machuca,Infraestructura Eléctrica,Guerrilla,Guerrilla No Identificada,,, Noche y Niebla # 23 Pp. 12,7.079604,-74.699095,"Segovia, Segovia, Antioquia, Colombia"
Quema de Vehículos,Valle del Cauca,Sevilla,ID Palomino,Medios de Transporte,Guerrilla,Guerrilla No Identificada,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 85",4.27578,-75.93858,"Sevilla, Sevilla, Valle del Cauca, Colombia"
Sabotaje,Cundinamarca,Sibaté,Vía Bogotá D.C.-Girardot Kilometro 16,Infraestructura Víal,Guerrilla,Guerrilla-FARC,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 32",4.485011,-74.259334,"Sibaté, Sibaté, Cundinamarca, Colombia"
Sabotaje,Putumayo,Sibundoy,,Infraestructura Energética,Guerrilla,Guerrilla-FARC,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 38",1.202514,-76.921225,"Sibundoy, Sibundoy, Putumayo, Colombia"
Quema de Vehículos,Putumayo,Sibundoy,,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,"Boletín Informativo Justicia y Paz. Volumen 4, #3. PP. 35",1.202514,-76.921225,"Sibundoy, Sibundoy, Putumayo, Colombia"
Sabotaje,Putumayo,Sibundoy,,Infraestructura Energética,Guerrilla,Guerrilla-FARC,,,"Boletín Informativo Justicia y Paz. Volumen 4, #3. PP. 35",1.202514,-76.921225,"Sibundoy, Sibundoy, Putumayo, Colombia"
Sabotaje,Putumayo,Sibundoy,,Infraestructura Energética (Oleoductos),Guerrilla,Guerrilla-FARC,,,Justicia y Paz Vol 5 #4,1.202514,-76.921225,"Sibundoy, Sibundoy, Putumayo, Colombia"
Sabotaje,Putumayo,Sibundoy,Zona Rural,Infraestructura Eléctrica,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 27 Pp. 283,1.202514,-76.921225,"Sibundoy, Sibundoy, Putumayo, Colombia"
Ataque a Propiedad,Norte de Santander,Silos,Vía Cúcuta,Medios de Transporte,Guerrilla,Guerrilla No Identificada,,,"Boletin Informativo Justicia y Paz. Volumen 6, No 1.  Enero Marzo   1993. Pp 87",7.204824,-72.756994,"Silos, Silos, Norte de Santander, Colombia"
Sabotaje,Cundinamarca,Silvania,Río Sabaneta,Infraestructura Víal,Guerrilla,Guerrilla-FARC,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 37",4.39078,-74.396782,"Silvania, Silvania, Cundinamarca, Colombia"
Acciones Bélicas-Ataque a Instituciones-Asesinato Selectivo,Cauca,Silvia,Cabecera Municipal,Entidades Públicas,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 12 Pp. 81,2.611615,-76.37754,"Silvia, Silvia, Cauca Department, Colombia"
Acciones Bélicas-Ataque a Instituciones-Ataque a Propiedad,Cauca,Silvia,Cabecera Municipal,Entidades Públicas/Establecimientos Comerciales,Guerrilla,Guerrilla-FARC,,,Banco de Datos de Derechos Humanos y Violencia Política,2.611615,-76.37754,"Silvia, Silvia, Cauca Department, Colombia"
Quema de Vehículos,Santander,Simacota,Caserío Santa Ana,Medios de Transporte,Guerrilla,Guerrilla-ELN,,,Revista Noche y Niebla # 16 Abril  Pp. 54,6.443588,-73.337534,"Simacota, Simacota, Santander Department, Colombia"
Sabotaje,Bolívar,Simití,,Material Electoral,Guerrilla,Guerrilla No Identificada,,,Noche y Niebla # 7 y 8. Pp. 132,7.957151,-73.946404,"Simití, Simití, Bolivar, Colombia"
Asesinato Selectivo,Bolívar,Simití,Corregimiento Cerro Burgos,Vivienda,Grupos Paramilitares,Grupos Paramilitares, ,,Noche y Niebla # 7 y 8 Pp. 142,7.957151,-73.946404,"Simití, Simití, Bolivar, Colombia"
Sabotaje,Bolívar,Simití,Sitio Badillo Rivera en aguas del Río Magdalena,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,Noche y Niebla #11. Pp. 52,7.957151,-73.946404,"Simití, Simití, Bolivar, Colombia"
Masacre,Bolívar,Simití,Corregimiento Las Brisas,Vivienda,Grupos Paramilitares,Grupos Paramilitares,,,Noche y Niebla # 15 Pp. 45 Colombia Nunca Más. Crímenes de Lesa Humanidad Zona 5 Sur de Bolívar,7.957151,-73.946404,"Simití, Simití, Bolivar, Colombia"
Ataque a Propiedad,Sucre,Since,Corregimiento Valencia,Propiedad Rural,Guerrilla,Guerrilla-Sin Identificar,,, Noche y Niebla # 21 Pp. 163,9.241075,-75.146445,"Sincé, San Luis de Sincé, Sucre, Colombia"
Sabotaje,Sucre,Since,Corregimiento La Vivienda,Infraestructura Energética (Oleoducto),Guerrilla,Guerrilla No Identificada,,, Noche y Niebla # 24 Pp. 79,9.241075,-75.146445,"Sincé, San Luis de Sincé, Sucre, Colombia"
Sabotaje,Sucre,Since,,Infraestructura Eléctrica,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 26 Pp. 44,9.241075,-75.146445,"Sincé, San Luis de Sincé, Sucre, Colombia"
Ataque a Propiedad,Sucre,Since,Sirio Terrón Seco,Propiedad Rural,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 28 Pp. 57,9.241075,-75.146445,"Sincé, San Luis de Sincé, Sucre, Colombia"
Ataque a Propiedad,Sucre,Since,Zona Rural,Propiedad Rural,Guerrilla,Guerrilla-FARC,,,Banco de Datos de Derechos Humanos y Violencia Política del CINEP,9.241075,-75.146445,"Sincé, San Luis de Sincé, Sucre, Colombia"
Ataque a Propiedad,Sucre,Since,,Propiedad Rural,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 31 Pp. 48,9.241075,-75.146445,"Sincé, San Luis de Sincé, Sucre, Colombia"
Ataque a Propiedad,Sucre,Since,Zona Rural,Propiedad Rural,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 31 Pp. 135,9.241075,-75.146445,"Sincé, San Luis de Sincé, Sucre, Colombia"
Sabotaje,Sucre,Sincelejo,,Infraestructura Víal,Guerrilla,Guerrilla No Identificada,,,Justicia y Paz Vol 5 #2,9.3045773,-75.3905567,"Sincelejo, Sincelejo, Sucre, Colombia"
Ataque a Propiedad,Sucre,Sincelejo,Sitio El Viajano,Medios de Transporte,Guerrilla,Guerrilla No Identificada,,,"Boletin Informativo Justicia y Paz. Volumen 6, No 2. Abril  - Junio   1993. Pp 50",9.3045773,-75.3905567,"Sincelejo, Sincelejo, Sucre, Colombia"
Asesinato Selectivo-Ataque a Propiedad,Sucre,Sincelejo,Corregimiento Cruz del Bosque,Propiedad Rural,Grupos Paramilitares,Grupos Paramilitares, ,,Revista Noche y Niebla # 1 Pp. 34,9.3045773,-75.3905567,"Sincelejo, Sincelejo, Sucre, Colombia"
Ataque a Propiedad,Sucre,Sincelejo,Zona Rural,Mercancías u objetos materiales,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 2. Pp. 118,9.3045773,-75.3905567,"Sincelejo, Sincelejo, Sucre, Colombia"
Ataque a Propiedad,Sucre,Sincelejo,Zona Rural,Mercancías u objetos materiales,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 2. Pp. 118,9.3045773,-75.3905567,"Sincelejo, Sincelejo, Sucre, Colombia"
Ataque a Propiedad,Sucre,Sincelejo,Zona Rural,Propiedad Rural - Mercancías u objetos materiales - Medios de Transporte,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 2. Pp. 118,9.3045773,-75.3905567,"Sincelejo, Sincelejo, Sucre, Colombia"
Quema de Vehículos,Sucre,Sincelejo,Vía Sincelejo - Ovejas,Medios de Transporte,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 22 Pp. 29,9.3045773,-75.3905567,"Sincelejo, Sincelejo, Sucre, Colombia"
Ataque a Propiedad,Sucre,Sincelejo,Cabecera Municipal - Barrio Villa Ángela,Vivienda Urbana,Fuerza Pública,Policía Nacional,,, Noche y Niebla # 25 Pp. 70,9.3045773,-75.3905567,"Sincelejo, Sincelejo, Sucre, Colombia"
Sabotaje,Sucre,Sincelejo,Vereda San Miguel,Infraestructura Energética (Oleoducto),Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 26 Pp. 43,9.3045773,-75.3905567,"Sincelejo, Sincelejo, Sucre, Colombia"
Sabotaje,Sucre,Sincelejo,Zona Rural,Infraestructura Energética (Oleoducto),Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 28 Pp. 83,9.3045773,-75.3905567,"Sincelejo, Sincelejo, Sucre, Colombia"
Ataque a Propiedad,Sucre,Sincelejo,,Propiedad Rural,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 31 Pp. 46,9.3045773,-75.3905567,"Sincelejo, Sincelejo, Sucre, Colombia"
Asesinato Selectivo-Ataque a Propiedad,Sucre,Sincelejo,Corregimiento Cocorote,Propiedad rural-Mercancías u objetos materiales,Guerrilla,Guerrilla-FARC,,,Revista Noche y Niebla No 32. Julio Diciembre 2005. Pp. 76,9.3045773,-75.3905567,"Sincelejo, Sincelejo, Sucre, Colombia"
Asesinato Selectivo,Magdalena,Sitionuevo,Sitio Aguas Negras,Objetos o Mercancias,Grupos Paramilitares,Grupos Paramilitares, ,,"Revista Noche y Niebla # 21  Julio - Septiembre  2001, Página 41",10.77525,-74.71955,"Sitionuevo, Sitionuevo, Magdalena, Colombia"
Ataque a Propiedad,Cundinamarca,Soacha,Cabecera Municipal - Barrio Cazuca,Entidad Bancaria,Guerrilla,Guerrilla-ELN,,,Revista Noche y Niebla # 17 Agosto Pp. 152,4.5827227,-74.2117465,"Soacha, Soacha, Cundinamarca, Colombia"
Sabotaje,Boyacá,Soata,Cerro Mahoma,Infraestructura de Comunicaciones,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 23 Pp. 77,6.336161,-72.6815699,"Soatá, Soatá, Boyacá, Colombia"
Acciones Bélicas-Ataque a Instituciones,Boyacá,Socha,Cabecera Municipal,Entidades Públicas/Vivienda,Guerrilla,Guerrilla-FARC,,,,5.99713,-72.692665,"Socha, Socha, Boyacá, Colombia"
Quema de Vehículos,Boyacá,Socha,Vía Socha - Casanare. Sitio Los Pinos,Medios de Transporte,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 40 Pp. 155,5.99713,-72.692665,"Socha, Socha, Boyacá, Colombia"
Quema de Vehículos,Boyacá,Socha,Caserío Socha Viejo,Medios de Transporte,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 40 Pp. 157,5.99713,-72.692665,"Socha, Socha, Boyacá, Colombia"
Quema de Vehículos,Boyacá,Socha,"Vereda El Cardo, Sitio Calarca ",Medios de Transporte,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 41 Pp. 105,5.99713,-72.692665,"Socha, Socha, Boyacá, Colombia"
Acciones Bélicas-Ataque a Instituciones,Boyacá,Socota,Cabecera Municipal,Entidades Públicas,Guerrilla,Guerrilla-ELN,,,,6.041521,-72.636498,"Socotá, Socotá, Boyacá, Colombia"
Sabotaje,Boyacá,Socotá,IP Los Pinos,Material Electoral,Guerrilla,Guerrilla No Identificada,,,Noche y Niebla # 7 y 8. Pp. 61,6.041521,-72.636498,"Socotá, Socotá, Boyacá, Colombia"
Quema de Vehículos,Boyacá,Socotá,Vereda Fray Luis,Medios de Transporte,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 40 Pp. 198,6.041521,-72.636498,"Socotá, Socotá, Boyacá, Colombia"
Sabotaje,Boyacá,Sogamoso,Zona Rural,Infraestructura Eléctrica,Guerrilla,Guerrilla No Identificada,,, Noche y Niebla # 24 Pp. 8,5.7160848,-72.9311289,"Sogamoso, Sogamoso, Boyaca, Colombia"
Quema de Vehículos,Boyacá,Sogamoso,Vía Sogamoso - Pajarito,Medios de Transporte,Guerrilla,Guerrilla-ELN,,, Noche y Niebla # 40 Pp. 200,5.7160848,-72.9311289,"Sogamoso, Sogamoso, Boyaca, Colombia"
Acciones Bélicas-Asesinato Selectivo,Antioquia,Sonson,Cabecera Municipal,Vivienda,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 22 Pp. 87,5.712002,-75.309798,"Sonsón, Sonsón, Antioquia, Colombia"
Quema de Vehículos,Antioquia,Sonsón,Zona Rural,Medios de Transporte,Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 5 #4,5.712002,-75.309798,"Sonsón, Sonsón, Antioquia, Colombia"
Quema de Vehículos,Antioquia,Sonsón,Sitio La 40,Medios de Transporte,Guerrilla,Guerrilla-ELN,,,Noche y Niebla # 5. Pp. 115,5.712002,-75.309798,"Sonsón, Sonsón, Antioquia, Colombia"
Quema de Vehículos,Antioquia,Sonsón,Vía a La Unión - Sitio Alto de San Miguel,Medios de Transporte,Guerrilla,Guerrilla-FARC y ELN,,,Noche y Niebla # 7 y 8. Pp. 125,5.712002,-75.309798,"Sonsón, Sonsón, Antioquia, Colombia"
Asesinato Selectivo,Antioquia,Sonsón,Cabecera Municipal - Barrio Chagualito,Vivienda,Guerrilla,Guerrilla-FARC, ,,"Revista Noche y Niebla # 20  Abril - Junio  2001, Página 180",5.712002,-75.309798,"Sonsón, Sonsón, Antioquia, Colombia"
Quema de Vehículos,Antioquia,Sonsón,Caserio Tasajo,Medios de Transporte,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 25 Pp. 47,5.712002,-75.309798,"Sonsón, Sonsón, Antioquia, Colombia"
Masacre,Antioquia,Sonsón,Corregimiento La Danta,Infraestructura Vial,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 27 Pp. 97,5.712002,-75.309798,"Sonsón, Sonsón, Antioquia, Colombia"
Quema de Vehículos,Antioquia,Sonsón,Corregimiento Alto de Sabanas,Medios de Transporte,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 36 Pp. 105,5.712002,-75.309798,"Sonsón, Sonsón, Antioquia, Colombia"
Ataque a Propiedad,Cauca,Sotará,Sitio Las Piedras,Infraestructura Empresarial,Guerrilla,Guerrilla-CGSB,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 78",2.2781525,-76.5950555,"Sotara, Cauca Department, Colombia"
