Tipo de evento,Departamento,Municipio,Corregimiento,Año,Mes,Evento,COD_DANE_MUNI,COD_DANE_DEPTO,Tipo de lugar,Tipo de area,Rotulo
Accidente por MAP,NORTE DE SANTANDER,TIBÚ,LA GABARRA,2005,5,Accidente,54810,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,TIBÚ,TIBÚ,2003,10,Accidente,54810,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,TIBÚ,TIBÚ,2002,10,Accidente,54810,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,EL TARRA,EL TARRA,2003,3,Accidente,54250,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,EL TARRA,EL TARRA,2003,7,Accidente,54250,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,EL TARRA,EL TARRA,2004,3,Accidente,54250,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,EL TARRA,EL TARRA,2007,8,Accidente,54250,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,EL TARRA,EL TARRA,2002,3,Accidente,54250,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,EL TARRA,EL TARRA,2006,2,Accidente,54250,54,,Rural,1
Accidente por MAP,BOLIVAR,ACHÍ,MONTECRISTO,1994,3,Accidente,13006,13,,Rural,1
Accidente por MUSE,BOLIVAR,ACHÍ,ACHÍ,1996,1,Accidente,13006,13,,Urbana,1
Accidente por MAP,BOLIVAR,ACHÍ,ACHÍ,2003,3,Accidente,13006,13,,Rural,1
Accidente por MAP,BOLIVAR,ACHÍ,ACHÍ,1991,12,Accidente,13006,13,,Rural,1
Accidente por MAP,BOLIVAR,ACHÍ,ACHÍ,1992,4,Accidente,13006,13,,Rural,1
Accidente por MAP,BOLIVAR,ACHÍ,ACHÍ,1992,6,Accidente,13006,13,,Rural,1
Accidente por MAP,BOLIVAR,TIQUISIO,TIQUISIO NUEVO,2003,10,Accidente,13810,13,,Rural,1
Accidente por MAP,BOLIVAR,TIQUISIO,TIQUISIO NUEVO,2003,9,Accidente,13810,13,,Rural,1
Accidente por MAP,BOLIVAR,TIQUISIO,PUERTO RICO,2002,11,Accidente,13810,13,,Rural,1
Accidente por MAP,SUCRE,MAJAGUAL,EL NARANJO,1996,9,Accidente,70429,70,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,EL CARMEN,EL CARMEN,1999,12,Accidente,54245,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,EL CARMEN,EL CARMEN,2002,12,Accidente,54245,54,,Rural,1
Accidente por MAP,SUCRE,GUARANDA,GUARANDÓ,1993,6,Accidente,70265,70,,Rural,1
Accidente por MAP,BOLIVAR,ARENAL,ARENAL,2000,6,Accidente,13042,13,,Rural,1
Accidente por MAP,BOLIVAR,ARENAL,CARNIZALA,2001,7,Accidente,13042,13,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,CONVENCIÓN,GUASILES,2008,3,Accidente,54206,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,CONVENCIÓN,CONVENCIÓN,2002,8,Accidente,54206,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,CONVENCIÓN,CONVENCIÓN,2007,10,Accidente,54206,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,CONVENCIÓN,CONVENCIÓN,2002,2,Accidente,54206,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,CONVENCIÓN,CONVENCIÓN,2006,9,Accidente,54206,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,CONVENCIÓN,CONVENCIÓN,2002,3,Accidente,54206,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,TEORAMA,TEORAMA,2005,10,Accidente,54800,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,TEORAMA,SAN PABLO,2003,2,Accidente,54800,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,TEORAMA,SAN PABLO,2005,7,Accidente,54800,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,TEORAMA,SAN PABLO,2003,3,Accidente,54800,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,TEORAMA,EL ASERRÍO,2006,8,Accidente,54800,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,TEORAMA,TEORAMA,2002,1,Accidente,54800,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,TEORAMA,TEORAMA,2006,5,Accidente,54800,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,TEORAMA,TEORAMA,2005,8,Accidente,54800,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,TEORAMA,TEORAMA,2008,3,Accidente,54800,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,TEORAMA,TEORAMA,2002,5,Accidente,54800,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,TEORAMA,TEORAMA,2002,5,Accidente,54800,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,TEORAMA,TEORAMA,2007,10,Accidente,54800,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,TEORAMA,TEORAMA,2008,3,Accidente,54800,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,TEORAMA,TEORAMA,2007,6,Accidente,54800,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,TEORAMA,TEORAMA,2003,10,Accidente,54800,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,TEORAMA,TEORAMA,2003,9,Accidente,54800,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,TEORAMA,TEORAMA,2005,2,Accidente,54800,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,TEORAMA,TEORAMA,2007,2,Accidente,54800,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,TEORAMA,TEORAMA,2006,2,Accidente,54800,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,TEORAMA,TEORAMA,2003,9,Accidente,54800,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,TEORAMA,TEORAMA,2003,8,Accidente,54800,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,TEORAMA,TEORAMA,2005,2,Accidente,54800,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,TEORAMA,TEORAMA,2003,9,Accidente,54800,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,TEORAMA,TEORAMA,2005,2,Accidente,54800,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,TEORAMA,TEORAMA,2002,12,Accidente,54800,54,,Rural,1
Accidente por MAP,ANTIOQUIA,NECOCLÍ,NECOCLÍ,2010,1,Accidente,5490,5,,Rural,1
Accidente por MAP,ANTIOQUIA,NECOCLÍ,NECOCLÍ,2002,4,Accidente,5490,5,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,SAN CALIXTO,SAN CALIXTO,2001,4,Accidente,54670,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,SAN CALIXTO,SAN CALIXTO,2002,2,Accidente,54670,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,SAN CALIXTO,SAN CALIXTO,2002,7,Accidente,54670,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,SAN CALIXTO,SAN CALIXTO,2006,5,Accidente,54670,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,SAN CALIXTO,SAN CALIXTO,2001,5,Accidente,54670,54,,Urbana,1
Accidente por MAP,NORTE DE SANTANDER,SAN CALIXTO,SAN CALIXTO,2002,2,Accidente,54670,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,SAN CALIXTO,PALMARITO,2002,7,Accidente,54670,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,HACARÍ,HACARÍ,2006,1,Accidente,54344,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,HACARÍ,HACARÍ,2004,3,Accidente,54344,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,HACARÍ,HACARÍ,2005,3,Accidente,54344,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,HACARÍ,HACARÍ,2003,3,Accidente,54344,54,,Urbana,1
Accidente por MAP,NORTE DE SANTANDER,HACARÍ,HACARÍ,2004,2,Accidente,54344,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,HACARÍ,HACARÍ,2006,2,Accidente,54344,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,HACARÍ,HACARÍ,2006,12,Accidente,54344,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,HACARÍ,HACARÍ,2006,2,Accidente,54344,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,HACARÍ,HACARÍ,2006,12,Accidente,54344,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,HACARÍ,HACARÍ,2005,10,Accidente,54344,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,HACARÍ,HACARÍ,2006,2,Accidente,54344,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,HACARÍ,HACARÍ,2001,7,Accidente,54344,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,HACARÍ,HACARÍ,2004,6,Accidente,54344,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,HACARÍ,HACARÍ,2005,3,Accidente,54344,54,,Rural,1
Accidente por MAP,CESAR,AGUACHICA,NOREAN,1994,7,Accidente,20011,20,,Rural,1
Accidente por MAP,CHOCO,JURADÓ,JURADÓ,2007,9,Accidente,27372,27,,Rural,1
Accidente por MAP,CHOCO,JURADÓ,JURADÓ,2008,3,Accidente,27372,27,,Rural,1
Accidente por MAP,SANTANDER,BARRANCABERMEJA,EL CENTRO,1995,11,Accidente,68081,68,,Urbana,1
Accidente por MAP,SANTANDER,BARRANCABERMEJA,BARRANCABERMEJA,1993,3,Accidente,68081,68,,Rural,1
Accidente por MUSE,SANTANDER,BARRANCABERMEJA,BARRANCABERMEJA,1998,11,Accidente,68081,68,,Urbana,1
Accidente por MAP,SANTANDER,BARRANCABERMEJA,BARRANCABERMEJA,1995,11,Accidente,68081,68,,Rural,1
Accidente por MAP,SANTANDER,BARRANCABERMEJA,BARRANCABERMEJA,1993,12,Accidente,68081,68,,Urbana,1
Accidente por MAP,SANTANDER,BARRANCABERMEJA,BARRANCABERMEJA,1993,12,Accidente,68081,68,,Urbana,1
Accidente por MAP,SANTANDER,BARRANCABERMEJA,BARRANCABERMEJA,1992,9,Accidente,68081,68,,Rural,1
Accidente por MAP,SANTANDER,BARRANCABERMEJA,BARRANCABERMEJA,1992,7,Accidente,68081,68,,Rural,1
Accidente por MAP,SANTANDER,BARRANCABERMEJA,BARRANCABERMEJA,1994,2,Accidente,68081,68,,Rural,1
Accidente por MAP,SANTANDER,BARRANCABERMEJA,BARRANCABERMEJA,1997,4,Accidente,68081,68,,Rural,1
Accidente por MAP,SANTANDER,BARRANCABERMEJA,BARRANCABERMEJA,1993,11,Accidente,68081,68,,Urbana,1
Accidente por MAP,SANTANDER,BARRANCABERMEJA,BARRANCABERMEJA,1997,5,Accidente,68081,68,,Rural,1
Accidente por MAP,SANTANDER,BARRANCABERMEJA,BARRANCABERMEJA,1993,2,Accidente,68081,68,,Rural,1
Accidente por MAP,SANTANDER,BARRANCABERMEJA,BARRANCABERMEJA,1993,5,Accidente,68081,68,,Urbana,1
Accidente por MAP,SANTANDER,BARRANCABERMEJA,BARRANCABERMEJA,1992,6,Accidente,68081,68,,Rural,1
Accidente por MAP,SANTANDER,BARRANCABERMEJA,BARRANCABERMEJA,2001,3,Accidente,68081,68,,Rural,1
Accidente por MAP,ANTIOQUIA,DABEIBA,DABEIBA,2007,5,Accidente,5234,5,,Rural,1
Accidente por MAP,ANTIOQUIA,DABEIBA,DABEIBA,1992,1,Accidente,5234,5,,Rural,1
Accidente por MAP,ANTIOQUIA,DABEIBA,DABEIBA,2007,4,Accidente,5234,5,,Rural,1
Accidente por MAP,ANTIOQUIA,DABEIBA,DABEIBA,2003,9,Accidente,5234,5,,Rural,1
Accidente por MAP,ANTIOQUIA,DABEIBA,DABEIBA,1997,6,Accidente,5234,5,,Rural,1
Accidente por MAP,ANTIOQUIA,DABEIBA,DABEIBA,2007,4,Accidente,5234,5,,Rural,1
Accidente por MUSE,ANTIOQUIA,DABEIBA,DABEIBA,2006,2,Accidente,5234,5,,Rural,1
Accidente por MAP,ANTIOQUIA,DABEIBA,DABEIBA,2007,5,Accidente,5234,5,,Rural,1
Accidente por MAP,ANTIOQUIA,DABEIBA,DABEIBA,2005,9,Accidente,5234,5,,Rural,1
Accidente por MAP,SANTANDER,SUCRE,SUCRE,2003,3,Accidente,68773,68,,Rural,1
Accidente por MAP,SANTANDER,SUCRE,SUCRE,2004,4,Accidente,68773,68,,Rural,1
Accidente por MAP,ANTIOQUIA,PUERTO TRIUNFO,LA MERCEDES,2010,2,Accidente,5591,5,,Rural,1
Accidente por MAP,ANTIOQUIA,PUERTO TRIUNFO,PUERTO TRIUNFO,1996,4,Accidente,5591,5,,Rural,1
Accidente por MAP,CASANARE,PAZ DE ARIPORO,PAZ DE ARIPORO,2007,3,Accidente,85250,85,,Rural,1
Accidente por MAP,SANTANDER,LA BELLEZA,LA BELLEZA,2002,11,Accidente,68377,68,,Rural,1
Accidente por MAP,SANTANDER,LA BELLEZA,LA BELLEZA,2002,4,Accidente,68377,68,,Rural,1
Accidente por MAP,CASANARE,TÁMARA,TÁMARA,1996,8,Accidente,85400,85,,Rural,1
Accidente por MAP,ANTIOQUIA,ABEJORRAL,ABEJORRAL,2005,5,Accidente,5002,5,,Rural,1
Accidente por MUSE,ANTIOQUIA,TÁMESIS,TÁMESIS,1992,11,Accidente,5789,5,,Rural,1
Accidente por MAP,BOYACA,PAUNA,PAUNA,1994,1,Accidente,15531,15,,Rural,1
Accidente por MAP,CALDAS,AGUADAS,AGUADAS,2006,2,Accidente,17013,17,,Rural,1
Accidente por MAP,CALDAS,AGUADAS,AGUADAS,2006,5,Accidente,17013,17,,Rural,1
Accidente por MAP,CALDAS,AGUADAS,AGUADAS,2004,12,Accidente,17013,17,,Rural,1
Accidente por MAP,CALDAS,AGUADAS,AGUADAS,2004,4,Accidente,17013,17,,Rural,1
Accidente por MAP,CALDAS,AGUADAS,AGUADAS,1994,8,Accidente,17013,17,,Rural,1
Accidente por MAP,ANTIOQUIA,NARIÑO,NARIÑO,2000,7,Accidente,5483,5,,Rural,1
Accidente por MAP,ANTIOQUIA,NARIÑO,NARIÑO,2008,1,Accidente,5483,5,,Rural,1
Accidente por MAP,CUNDINAMARCA,TOPAIPÍ,TOPAIPÍ,2003,8,Accidente,25823,25,,Rural,1
Accidente por MAP,CUNDINAMARCA,TOPAIPÍ,TOPAIPÍ,2003,8,Accidente,25823,25,,Rural,1
Accidente por MUSE,RISARALDA,GUÁTICA,GUÁTICA,1998,6,Accidente,66318,66,,Rural,1
Accidente por MAP,RISARALDA,MISTRATÓ,MISTRATÓ,2003,9,Accidente,66456,66,,Rural,1
Accidente por MAP,RISARALDA,MISTRATÓ,PUERTO DE ORO,2006,2,Accidente,66456,66,,Rural,1
Accidente por MAP,RISARALDA,MISTRATÓ,MISTRATÓ,2006,1,Accidente,66456,66,,Rural,1
Accidente por MAP,CALDAS,FILADELFIA,FILADELFIA,2004,6,Accidente,17272,17,,Rural,1
Accidente por MAP,BOYACA,PAJARITO,PAJARITO,1995,7,Accidente,15518,15,,Rural,1
Accidente por MAP,BOYACA,PAJARITO,PAJARITO,2006,10,Accidente,15518,15,,Rural,1
Accidente por MAP,TOLIMA,ORTEGA,ORTEGA,2004,12,Accidente,73504,73,,Rural,1
Accidente por MAP,TOLIMA,ORTEGA,ORTEGA,2003,7,Accidente,73504,73,,Rural,1
Accidente por MAP,TOLIMA,SAN ANTONIO,SAN ANTONIO,2006,5,Accidente,73675,73,,Rural,1
Accidente por MAP,TOLIMA,SAN ANTONIO,SAN ANTONIO,2007,4,Accidente,73675,73,,Rural,1
Accidente por MUSE,VALLE DEL CAUCA,BUGA,BUGA,1998,7,Accidente,76111,76,,Rural,1
Accidente por MAP,META,GUAMAL,GUAMAL,2002,4,Accidente,50318,50,,Rural,1
Accidente por MAP,META,GUAMAL,GUAMAL,2002,3,Accidente,50318,50,,Rural,1
Accidente por MUSE,GUAINIA,INIRIDA,INÍRIDA,2006,5,Accidente,94001,94,,Rural,1
Accidente por MAP,TOLIMA,COYAIMA,COYAIMA,2006,5,Accidente,73217,73,,Rural,1
Accidente por MAP,CESAR,AGUACHICA,AGUACHICA,2000,8,Accidente,20011,20,,Rural,1
Accidente por MAP,CESAR,AGUACHICA,AGUACHICA,2004,6,Accidente,20011,20,,Rural,1
Accidente por MUSE,CESAR,AGUACHICA,AGUACHICA,1996,4,Accidente,20011,20,,Rural,1
Accidente por MAP,CESAR,AGUACHICA,AGUACHICA,1996,7,Accidente,20011,20,,Rural,1
Accidente por MAP,BOLIVAR,MONTECRISTO,MONTECRISTO,1991,4,Accidente,13458,13,,Rural,1
Accidente por MAP,BOLIVAR,MONTECRISTO,MONTECRISTO,2000,11,Accidente,13458,13,,Rural,1
Accidente por MAP,BOLIVAR,MONTECRISTO,MONTECRISTO,1993,9,Accidente,13458,13,,Rural,1
Accidente por MAP,BOLIVAR,MONTECRISTO,MONTECRISTO,2001,12,Accidente,13458,13,,Rural,1
Accidente por MAP,BOLIVAR,MONTECRISTO,MONTECRISTO,2002,8,Accidente,13458,13,,Rural,1
Accidente por MAP,BOLIVAR,MORALES,MORALES,1995,3,Accidente,13473,13,,Rural,1
Accidente por MAP,BOLIVAR,MORALES,MORALES,1992,7,Accidente,13473,13,,Rural,1
Accidente por MAP,BOLIVAR,MORALES,MORALES,1995,3,Accidente,13473,13,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,TIBÚ,TIBÚ,2003,5,Accidente,54810,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,TIBÚ,TIBÚ,2002,4,Accidente,54810,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,TIBÚ,TIBÚ,2004,6,Accidente,54810,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,TIBÚ,TIBÚ,2003,11,Accidente,54810,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,EL TARRA,EL TARRA,2002,2,Accidente,54250,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,EL TARRA,EL TARRA,2006,12,Accidente,54250,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,EL TARRA,EL TARRA,2002,9,Accidente,54250,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,EL TARRA,EL TARRA,2005,10,Accidente,54250,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,EL TARRA,EL TARRA,2007,8,Accidente,54250,54,,Rural,1
Accidente por MAP,BOLIVAR,MORALES,MORALES,1993,8,Accidente,13473,13,,Rural,1
Accidente por MAP,BOLIVAR,MORALES,MICO AHUMADO,1995,3,Accidente,13473,13,,Rural,1
Accidente por MAP,BOLIVAR,MORALES,MICO AHUMADO,2003,7,Accidente,13473,13,,Rural,1
Accidente por MAP,BOLIVAR,MORALES,MICO AHUMADO,2003,7,Accidente,13473,13,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,OCAÑA,OCAÑA,1992,7,Accidente,54498,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,OCAÑA,OCAÑA,2002,8,Accidente,54498,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,OCAÑA,OCAÑA,2005,9,Accidente,54498,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,LA PLAYA,LA PLAYA,2002,10,Accidente,54398,54,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,LA PLAYA,LA PLAYA,2002,10,Accidente,54398,54,,Rural,1
Accidente por MAP,ANTIOQUIA,APARTADÓ,APARTADÓ,2003,3,Accidente,5045,5,,Rural,1
Accidente por MAP,ANTIOQUIA,APARTADÓ,SAN JOSÉ DE APARTADÓ,2003,4,Accidente,5045,5,,Rural,1
Accidente por MAP,ANTIOQUIA,APARTADÓ,SAN JOSÉ DE APARTADÓ,1997,6,Accidente,5045,5,,Rural,1
Accidente por MAP,ANTIOQUIA,APARTADÓ,SAN JOSÉ DE APARTADÓ,1998,4,Accidente,5045,5,,Rural,1
Accidente por MAP,ANTIOQUIA,APARTADÓ,SAN JOSÉ DE APARTADÓ,1997,4,Accidente,5045,5,,Rural,1
Accidente por MAP,NORTE DE SANTANDER,SANTIAGO,SANTIAGO,2006,8,Accidente,54680,54,,Rural,1
Accidente por MUSE,NORTE DE SANTANDER,SALAZAR,SALAZAR,1997,11,Accidente,54660,54,,Rural,1
Accidente por MUSE,NORTE DE SANTANDER,SALAZAR,SALAZAR,2002,3,Accidente,54660,54,,Rural,1
Accidente por MAP,CESAR,SAN ALBERTO,SAN ALBERTO,1996,4,Accidente,20710,20,,Rural,1
Accidente por MAP,BOLIVAR,SAN PABLO,SAN PABLO,2005,4,Accidente,13670,13,,Rural,1
Accidente por MAP,BOLIVAR,SAN PABLO,SAN PABLO,1994,3,Accidente,13670,13,,Rural,1
Accidente por MAP,BOLIVAR,SAN PABLO,SAN PABLO,2005,11,Accidente,13670,13,,Rural,1
Accidente por MAP,BOLIVAR,SAN PABLO,SAN PABLO,1992,6,Accidente,13670,13,,Rural,1
Accidente por MAP,BOLIVAR,SAN PABLO,SAN PABLO,2003,2,Accidente,13670,13,,Rural,1
Accidente por MAP,BOLIVAR,SAN PABLO,SAN PABLO,2006,9,Accidente,13670,13,,Rural,1
Accidente por MAP,BOLIVAR,SAN PABLO,SAN PABLO,2006,7,Accidente,13670,13,,Rural,1
Accidente por MAP,BOLIVAR,SAN PABLO,SAN PABLO,2005,6,Accidente,13670,13,,Rural,1
Accidente por MAP,BOLIVAR,SAN PABLO,SAN PABLO,2001,4,Accidente,13670,13,,Rural,1
Accidente por MAP,SANTANDER,CHARTA,CHARTA,2002,9,Accidente,68169,68,,Rural,1
Accidente por MAP,SANTANDER,CHARTA,CHARTA,2003,3,Accidente,68169,68,,Rural,1
Accidente por MAP,SANTANDER,RIONEGRO,RIONEGRO,1993,9,Accidente,68615,68,,Rural,1
Accidente por MAP,SANTANDER,RIONEGRO,RIONEGRO,2001,8,Accidente,68615,68,,Rural,1
Accidente por MAP,SANTANDER,RIONEGRO,RIONEGRO,1994,3,Accidente,68615,68,,Rural,1
Accidente por MAP,SANTANDER,RIONEGRO,SANTA CRUZ DE LA COLINA,2001,7,Accidente,68615,68,,Rural,1
Accidente por MAP,SANTANDER,RIONEGRO,VILLA PAZ,2000,3,Accidente,68615,68,,Rural,1
Accidente por MAP,ANTIOQUIA,MUTATÁ,MUTATA,2001,8,Accidente,5480,5,,Rural,1
Accidente por MAP,ANTIOQUIA,MUTATÁ,MUTATA,2003,10,Accidente,5480,5,,Rural,1
Accidente por MAP,ANTIOQUIA,ANORÍ,ANORÍ,2004,3,Accidente,5040,5,,Rural,1
Accidente por MAP,ANTIOQUIA,ANORÍ,ANORÍ,2006,9,Accidente,5040,5,,Rural,1
Accidente por MAP,ANTIOQUIA,ANORÍ,ANORÍ,2006,4,Accidente,5040,5,,Rural,1
Accidente por MAP,ANTIOQUIA,ANORÍ,ANORÍ,2001,4,Accidente,5040,5,,Rural,1
Accidente por MAP,ANTIOQUIA,ANORÍ,ANORÍ,2007,11,Accidente,5040,5,,Rural,1
Accidente por MAP,ANTIOQUIA,ANORÍ,ANORÍ,2005,12,Accidente,5040,5,,Rural,1
Accidente por MAP,ANTIOQUIA,ANORÍ,ANORÍ,2001,5,Accidente,5040,5,,Rural,1
Accidente por MAP,ANTIOQUIA,ANORÍ,ANORÍ,2006,10,Accidente,5040,5,,Rural,1
Accidente por MAP,ANTIOQUIA,ANORÍ,ANORÍ,2003,4,Accidente,5040,5,,Rural,1
Accidente por MAP,SANTANDER,EL CARMEN,EL CARMEN DE CHUCURÍ,1992,3,Accidente,68235,68,,Rural,1
Accidente por MAP,SANTANDER,EL CARMEN,EL CARMEN,1992,1,Accidente,68235,68,,Rural,1
Accidente por MAP,SANTANDER,EL CARMEN,EL CARMEN,1991,11,Accidente,68235,68,,Rural,1
Accidente por MAP,SANTANDER,EL CARMEN,EL CARMEN,1992,1,Accidente,68235,68,,Rural,1
Accidente por MAP,SANTANDER,EL CARMEN,EL CARMEN,1992,6,Accidente,68235,68,,Rural,1
Accidente por MAP,SANTANDER,EL CARMEN,EL CARMEN DE CHUCURÍ,1992,1,Accidente,68235,68,,Rural,1
Accidente por MAP,SANTANDER,EL CARMEN,EL CARMEN DE CHUCURÍ,1992,2,Accidente,68235,68,,Rural,1
Accidente por MAP,SANTANDER,EL CARMEN,EL CARMEN DE CHUCURÍ,1991,12,Accidente,68235,68,,Rural,1
Accidente por MAP,SANTANDER,EL CARMEN,EL CARMEN DE CHUCURÍ,1992,1,Accidente,68235,68,,Rural,1
Accidente por MAP,ANTIOQUIA,COCORNÁ,COCORNÁ,2003,6,Accidente,5197,5,,Rural,1
Accidente por MAP,ANTIOQUIA,COCORNÁ,COCORNÁ,2006,6,Accidente,5197,5,,Rural,1
Accidente por MAP,ANTIOQUIA,COCORNÁ,COCORNÁ,2000,6,Accidente,5197,5,,Rural,1
Accidente por MAP,ANTIOQUIA,COCORNÁ,COCORNÁ,2002,8,Accidente,5197,5,,Rural,1
Accidente por MAP,ANTIOQUIA,COCORNÁ,COCORNÁ,2004,7,Accidente,5197,5,,Rural,1
Accidente por MAP,ANTIOQUIA,COCORNÁ,COCORNÁ,2005,7,Accidente,5197,5,,Rural,1
Accidente por MAP,ANTIOQUIA,COCORNÁ,COCORNÁ,2005,8,Accidente,5197,5,,Rural,1
Accidente por MAP,ANTIOQUIA,COCORNÁ,COCORNÁ,2002,10,Accidente,5197,5,,Rural,1
Accidente por MAP,ANTIOQUIA,COCORNÁ,COCORNÁ,2003,5,Accidente,5197,5,,Rural,1
Accidente por MAP,BOLIVAR,MORALES,MORALES,1995,4,Accidente,13473,13,,Rural,1
Accidente por MAP,BOLIVAR,MORALES,MORALES,1995,4,Accidente,13473,13,,Rural,1
Accidente por MAP,BOLIVAR,MORALES,MORALES,1995,3,Accidente,13473,13,,Rural,1
Accidente por MAP,BOLIVAR,MORALES,MORALES,1993,7,Accidente,13473,13,,Rural,1
Accidente por MAP,BOLIVAR,MORALES,MORALES,2002,12,Accidente,13473,13,,Rural,1
Accidente por MAP,BOLIVAR,MORALES,MORALES,1992,7,Accidente,13473,13,,Rural,1
Accidente por MAP,BOLIVAR,MORALES,MORALES,1993,5,Accidente,13473,13,,Rural,1
Accidente por MAP,BOLIVAR,MORALES,MORALES,1995,4,Accidente,13473,13,,Rural,1
Accidente por MAP,BOLIVAR,MORALES,MORALES,2003,1,Accidente,13473,13,,Rural,1
Accidente por MAP,BOLIVAR,MORALES,MORALES,1992,7,Accidente,13473,13,,Rural,1
Accidente por MAP,BOLIVAR,MORALES,MORALES,2001,1,Accidente,13473,13,,Rural,1
Accidente por MAP,BOLIVAR,MORALES,MORALES,1995,4,Accidente,13473,13,,Rural,1
Accidente por MAP,BOLIVAR,MORALES,MORALES,2004,12,Accidente,13473,13,,Rural,1
Accidente por MAP,BOLIVAR,MORALES,MORALES,1993,6,Accidente,13473,13,,Rural,1
Accidente por MAP,BOLIVAR,MORALES,MORALES,1992,7,Accidente,13473,13,,Rural,1
Accidente por MAP,BOLIVAR,MORALES,MORALES,1992,7,Accidente,13473,13,,Rural,1
Accidente por MAP,BOLIVAR,MORALES,MORALES,1995,2,Accidente,13473,13,,Rural,1
Accidente por MAP,BOLIVAR,MORALES,MORALES,1991,10,Accidente,13473,13,,Rural,1
Accidente por MAP,CORDOBA,TIERRALTA,TIERRALTA,2005,2,Accidente,23807,23,,Rural,1
