Tipo de evento,Departamento,Municipio,Corregimiento,Año,Mes,Evento,COD_DANE_MUNI,COD_DANE_DEPTO,Tipo de lugar,Tipo de area,Rotulo
Desminado militar en operaciones,META,VISTAHERMOSA,VISTAHERMOSA,2010,7,incidente,50711,50,,Rural,1
Desminado militar en operaciones,META,EL DORADO,EL DORADO,2010,7,incidente,50270,50,,Rural,1
Desminado militar en operaciones,META,LA MACARENA,LA MACARENA,2010,8,incidente,50350,50,,Rural,1
Desminado militar en operaciones,META,LA MACARENA,LA MACARENA,2010,10,incidente,50350,50,,Rural,1
Desminado militar en operaciones,META,VISTAHERMOSA,VISTAHERMOSA,2010,10,incidente,50711,50,,Rural,1
Desminado militar en operaciones,META,VISTAHERMOSA,VISTAHERMOSA,2010,11,incidente,50711,50,,Rural,1
Desminado militar en operaciones,META,LA MACARENA,LA MACARENA,2010,11,incidente,50350,50,,Rural,1
Desminado militar en operaciones,CAQUETA,FLORENCIA,FLORENCIA,2010,7,incidente,18001,18,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,YONDÓ,CASABE,2010,9,incidente,5893,5,,Rural,1
Desminado militar en operaciones,RISARALDA,PUEBLO RICO,PUEBLO RICO,2010,9,incidente,66572,66,,Rural,1
Desminado militar en operaciones,CORDOBA,PUERTO LIBERTADOR,PUERTO LIBERTADOR,2010,12,incidente,23580,23,,Rural,1
Desminado militar en operaciones,NORTE DE SANTANDER,HACARÍ,HACARÍ,2010,5,incidente,54344,54,,Rural,1
Desminado militar en operaciones,NORTE DE SANTANDER,TEORAMA,TEORAMA,2010,7,incidente,54800,54,,Rural,1
Desminado militar en operaciones,PUTUMAYO,PUERTO ASÍS,PUERTO ASÍS,2010,9,incidente,86568,86,,Rural,1
Desminado militar en operaciones,PUTUMAYO,SAN MIGUEL,LA DORADA,2010,9,incidente,86757,86,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,SABANALARGA,,2010,12,incidente,5628,5,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,SABANALARGA,,2010,6,incidente,5628,5,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,SABANALARGA,,2010,7,incidente,5628,5,,Rural,1
Desminado militar en operaciones,NARIÑO,RICAURTE,RICAURTE,2010,12,incidente,52612,52,,Rural,1
Desminado militar en operaciones,NARIÑO,RICAURTE,RICAURTE,2010,10,incidente,52612,52,,Rural,1
Desminado militar en operaciones,NARIÑO,RICAURTE,RICAURTE,2010,9,incidente,52612,52,,Rural,1
Desminado militar en operaciones,CUNDINAMARCA,CHAGUANÍ,CHAGUANÍ,2010,9,incidente,25168,25,,Rural,1
Desminado militar en operaciones,MAGDALENA,SANTA MARTA (Distrito Turístico Cultural E Históri,"DISTRITO TURÍSTICO,CULTURAL E HISTÓRICO DE SANTA M",2010,6,incidente,47001,47,,Rural,1
Desminado militar en operaciones,MAGDALENA,SANTA MARTA (Distrito Turístico Cultural E Históri,"DISTRITO TURÍSTICO,CULTURAL E HISTÓRICO DE SANTA M",2010,11,incidente,47001,47,,Rural,1
Desminado militar en operaciones,MAGDALENA,SANTA MARTA (Distrito Turístico Cultural E Históri,"DISTRITO TURÍSTICO,CULTURAL E HISTÓRICO DE SANTA M",2010,7,incidente,47001,47,,Rural,1
Desminado militar en operaciones,BOLIVAR,REGIDOR,REGIDOR,2010,9,incidente,13580,13,,Rural,1
Desminado militar en operaciones,NORTE DE SANTANDER,SAN CALIXTO,SAN CALIXTO,2010,11,incidente,54670,54,,Rural,1
Desminado militar en operaciones,NORTE DE SANTANDER,SAN CALIXTO,SAN CALIXTO,2010,9,incidente,54670,54,,Rural,1
Desminado militar en operaciones,META,PUERTO RICO,PUERTO RICO,2010,8,incidente,50590,50,,Rural,1
Desminado militar en operaciones,META,PUERTO RICO,PUERTO RICO,2010,8,incidente,50590,50,,Rural,1
Desminado militar en operaciones,META,PUERTO RICO,PUERTO RICO,2010,8,incidente,50590,50,,Rural,1
Desminado militar en operaciones,META,PUERTO RICO,PUERTO RICO,2010,11,incidente,50590,50,,Rural,1
Desminado militar en operaciones,META,PUERTO RICO,PUERTO RICO,2010,12,incidente,50590,50,,Rural,1
Desminado militar en operaciones,META,PUERTO RICO,PUERTO RICO,2010,8,incidente,50590,50,,Rural,1
Desminado militar en operaciones,META,PUERTO RICO,PUERTO RICO,2010,7,incidente,50590,50,,Rural,1
Desminado militar en operaciones,META,PUERTO RICO,PUERTO RICO,2010,12,incidente,50590,50,,Rural,1
Desminado militar en operaciones,META,PUERTO RICO,PUERTO RICO,2010,11,incidente,50590,50,,Rural,1
Desminado militar en operaciones,META,PUERTO RICO,PUERTO RICO,2010,8,incidente,50590,50,,Rural,1
Desminado militar en operaciones,META,PUERTO RICO,PUERTO RICO,2010,8,incidente,50590,50,,Rural,1
Desminado militar en operaciones,META,PUERTO RICO,PUERTO RICO,2010,8,incidente,50590,50,,Rural,1
Desminado militar en operaciones,META,PUERTO RICO,PUERTO RICO,2010,9,incidente,50590,50,,Rural,1
Desminado militar en operaciones,META,PUERTO RICO,PUERTO RICO,2010,11,incidente,50590,50,,Rural,1
Desminado militar en operaciones,META,PUERTO RICO,PUERTO RICO,2010,9,incidente,50590,50,,Rural,1
Desminado militar en operaciones,META,PUERTO RICO,PUERTO RICO,2010,12,incidente,50590,50,,Rural,1
Desminado militar en operaciones,META,PUERTO RICO,PUERTO RICO,2010,11,incidente,50590,50,,Rural,1
Desminado militar en operaciones,META,PUERTO RICO,PUERTO RICO,2010,9,incidente,50590,50,,Rural,1
Desminado militar en operaciones,META,PUERTO RICO,PUERTO RICO,2010,9,incidente,50590,50,,Rural,1
Desminado militar en operaciones,META,PUERTO RICO,PUERTO RICO,2010,9,incidente,50590,50,,Rural,1
Desminado militar en operaciones,META,PUERTO RICO,PUERTO RICO,2010,7,incidente,50590,50,,Rural,1
Desminado militar en operaciones,META,PUERTO RICO,PUERTO RICO,2010,11,incidente,50590,50,,Rural,1
Desminado militar en operaciones,META,PUERTO RICO,PUERTO RICO,2010,7,incidente,50590,50,,Rural,1
Desminado militar en operaciones,META,PUERTO RICO,PUERTO RICO,2010,8,incidente,50590,50,,Rural,1
Desminado militar en operaciones,CAUCA,CALDONO,CALDONO,2010,11,incidente,19137,19,,Rural,1
Desminado militar en operaciones,CAUCA,CALDONO,CALDONO,2010,10,incidente,19137,19,,Rural,1
Desminado militar en operaciones,META,CUBARRAL,CUBARRAL,2010,7,incidente,50223,50,,Rural,1
Desminado militar en operaciones,META,CUBARRAL,CUBARRAL,2010,9,incidente,50223,50,,Rural,1
Desminado militar en operaciones,META,CUBARRAL,CUBARRAL,2010,10,incidente,50223,50,,Rural,1
Desminado militar en operaciones,META,CUBARRAL,CUBARRAL,2010,11,incidente,50223,50,,Rural,1
Desminado militar en operaciones,META,CUBARRAL,CUBARRAL,2010,6,incidente,50223,50,,Rural,1
Desminado militar en operaciones,ARAUCA,CRAVO NORTE,CRAVO NORTE,2010,10,incidente,81220,81,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,APARTADÓ,APARTADÓ,2010,11,incidente,5045,5,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,APARTADÓ,APARTADÓ,2010,6,incidente,5045,5,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,APARTADÓ,APARTADÓ,2010,7,incidente,5045,5,,Rural,1
Desminado militar en operaciones,TOLIMA,IBAGUÉ,IBAGUÉ,2010,8,incidente,73001,73,,Rural,1
Desminado militar en operaciones,TOLIMA,IBAGUÉ,IBAGUÉ,2010,11,incidente,73001,73,,Rural,1
Desminado militar en operaciones,NORTE DE SANTANDER,LA PLAYA,LA PLAYA,2010,10,incidente,54398,54,,Rural,1
Desminado militar en operaciones,NORTE DE SANTANDER,LA PLAYA,LA PLAYA,2010,12,incidente,54398,54,,Rural,1
Desminado militar en operaciones,GUAVIARE,SAN JOSÉ DEL GUAVIARE,SAN JOSÉ DEL GUAVIARE,2010,10,incidente,95001,95,,Rural,1
Desminado militar en operaciones,GUAVIARE,SAN JOSÉ DEL GUAVIARE,SAN JOSÉ DEL GUAVIARE,2010,12,incidente,95001,95,,Rural,1
Desminado militar en operaciones,GUAVIARE,SAN JOSÉ DEL GUAVIARE,SAN JOSÉ DEL GUAVIARE,2010,6,incidente,95001,95,,Rural,1
Desminado militar en operaciones,GUAVIARE,SAN JOSÉ DEL GUAVIARE,SAN JOSÉ DEL GUAVIARE,2010,8,incidente,95001,95,,Rural,1
Desminado militar en operaciones,GUAVIARE,SAN JOSÉ DEL GUAVIARE,SAN JOSÉ DEL GUAVIARE,2010,11,incidente,95001,95,,Rural,1
Desminado militar en operaciones,GUAVIARE,SAN JOSÉ DEL GUAVIARE,SAN JOSÉ DEL GUAVIARE,2010,6,incidente,95001,95,,Rural,1
Desminado militar en operaciones,LA GUAJIRA,MAICAO,MAICAO,2010,6,incidente,44430,44,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,PUERTO NARE,LA MAGDALENA,2010,10,incidente,5585,5,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,ANGOSTURA,ANGOSTURA,2010,9,incidente,5038,5,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,ANGOSTURA,ANGOSTURA,2010,10,incidente,5038,5,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,ANGOSTURA,ANGOSTURA,2010,9,incidente,5038,5,,Rural,1
Desminado militar en operaciones,META,VILLAVICENCIO,VILLAVICENCIO,2010,7,incidente,50001,50,,Rural,1
Desminado militar en operaciones,NARIÑO,LA LLANADA,LA LLANADA,2010,6,incidente,52385,52,,Rural,1
Desminado militar en operaciones,META,PUERTO CONCORDIA,PUERTO CONCORDIA,2010,7,incidente,50450,50,,Rural,1
Desminado militar en operaciones,META,PUERTO CONCORDIA,PUERTO CONCORDIA,2010,7,incidente,50450,50,,Rural,1
Desminado militar en operaciones,CAUCA,PATÍA,EL BORDO,2010,9,incidente,19532,19,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,ARGELIA,ARGELIA,2010,8,incidente,5055,5,,Rural,1
Desminado militar en operaciones,SANTANDER,LEBRÍJA,LEBRÍJA,2010,10,incidente,68406,68,,Rural,1
Desminado militar en operaciones,NARIÑO,BARBACOAS,BARBACOAS,2010,6,incidente,52079,52,,Rural,1
Desminado militar en operaciones,NARIÑO,BARBACOAS,BARBACOAS,2010,6,incidente,52079,52,,Rural,1
Desminado militar en operaciones,NARIÑO,BARBACOAS,BARBACOAS,2010,8,incidente,52079,52,,Rural,1
Desminado militar en operaciones,NARIÑO,BARBACOAS,BARBACOAS,2010,8,incidente,52079,52,,Rural,1
Desminado militar en operaciones,NARIÑO,BARBACOAS,BARBACOAS,2010,9,incidente,52079,52,,Rural,1
Desminado militar en operaciones,NARIÑO,BARBACOAS,BARBACOAS,2010,6,incidente,52079,52,,Rural,1
Desminado militar en operaciones,NARIÑO,BARBACOAS,BARBACOAS,2010,7,incidente,52079,52,,Rural,1
Desminado militar en operaciones,NARIÑO,BARBACOAS,BARBACOAS,2010,6,incidente,52079,52,,Rural,1
Desminado militar en operaciones,NARIÑO,BARBACOAS,BARBACOAS,2010,6,incidente,52079,52,,Rural,1
Desminado militar en operaciones,NARIÑO,BARBACOAS,BARBACOAS,2010,10,incidente,52079,52,,Rural,1
Desminado militar en operaciones,NARIÑO,BARBACOAS,BARBACOAS,2010,8,incidente,52079,52,,Rural,1
Desminado militar en operaciones,META,ACACÍAS,ACACÍAS,2010,7,incidente,50006,50,,Rural,1
Desminado militar en operaciones,META,ACACÍAS,ACACÍAS,2010,6,incidente,50006,50,,Rural,1
Desminado militar en operaciones,META,ACACÍAS,ACACÍAS,2010,6,incidente,50006,50,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,DABEIBA,DABEIBA,2010,10,incidente,5234,5,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,DABEIBA,DABEIBA,2010,10,incidente,5234,5,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,DABEIBA,DABEIBA,2010,8,incidente,5234,5,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,DABEIBA,DABEIBA,2010,9,incidente,5234,5,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,DABEIBA,DABEIBA,2010,12,incidente,5234,5,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,DABEIBA,DABEIBA,2010,11,incidente,5234,5,,Rural,1
Desminado militar en operaciones,HUILA,ISNOS,SAN JOSÉ DE ISNOS,2010,7,incidente,41359,41,,Rural,1
Desminado militar en operaciones,HUILA,ISNOS,SAN JOSÉ DE ISNOS,2010,8,incidente,41359,41,,Rural,1
Desminado militar en operaciones,HUILA,ISNOS,SAN JOSÉ DE ISNOS,2010,7,incidente,41359,41,,Rural,1
Desminado militar en operaciones,HUILA,ISNOS,SAN JOSÉ DE ISNOS,2010,10,incidente,41359,41,,Rural,1
Desminado militar en operaciones,CAQUETA,SOLITA,SOLITA,2010,10,incidente,18785,18,,Rural,1
Desminado militar en operaciones,CAQUETA,SAN JOSÉ DEL FRAGUA,SAN JOSÉ DEL FRAGUA,2010,11,incidente,18610,18,,Rural,1
Desminado militar en operaciones,CAQUETA,CURILLO,CURILLO,2010,9,incidente,18205,18,,Rural,1
Desminado militar en operaciones,CORDOBA,PUERTO LIBERTADOR,PUERTO LIBERTADOR,2010,11,incidente,23580,23,,Rural,1
Desminado militar en operaciones,CORDOBA,PUERTO LIBERTADOR,PUERTO LIBERTADOR,2010,9,incidente,23580,23,,Rural,1
Desminado militar en operaciones,CORDOBA,PUERTO LIBERTADOR,PUERTO LIBERTADOR,2010,10,incidente,23580,23,,Rural,1
Desminado militar en operaciones,CORDOBA,PUERTO LIBERTADOR,PUERTO LIBERTADOR,2010,8,incidente,23580,23,,Rural,1
Desminado militar en operaciones,CORDOBA,PUERTO LIBERTADOR,PUERTO LIBERTADOR,2010,8,incidente,23580,23,,Rural,1
Desminado militar en operaciones,CORDOBA,PUERTO LIBERTADOR,PUERTO LIBERTADOR,2010,11,incidente,23580,23,,Rural,1
Desminado militar en operaciones,CORDOBA,PUERTO LIBERTADOR,PUERTO LIBERTADOR,2010,8,incidente,23580,23,,Rural,1
Desminado militar en operaciones,CORDOBA,PUERTO LIBERTADOR,PUERTO LIBERTADOR,2010,7,incidente,23580,23,,Rural,1
Desminado militar en operaciones,CORDOBA,PUERTO LIBERTADOR,PUERTO LIBERTADOR,2010,11,incidente,23580,23,,Rural,1
Desminado militar en operaciones,CORDOBA,PUERTO LIBERTADOR,PUERTO LIBERTADOR,2010,7,incidente,23580,23,,Rural,1
Desminado militar en operaciones,CORDOBA,PUERTO LIBERTADOR,PUERTO LIBERTADOR,2010,9,incidente,23580,23,,Rural,1
Desminado militar en operaciones,CORDOBA,PUERTO LIBERTADOR,PUERTO LIBERTADOR,2010,12,incidente,23580,23,,Rural,1
Desminado militar en operaciones,CORDOBA,PUERTO LIBERTADOR,PUERTO LIBERTADOR,2010,11,incidente,23580,23,,Rural,1
Desminado militar en operaciones,CORDOBA,PUERTO LIBERTADOR,PUERTO LIBERTADOR,2010,12,incidente,23580,23,,Rural,1
Desminado militar en operaciones,CORDOBA,PUERTO LIBERTADOR,PUERTO LIBERTADOR,2010,10,incidente,23580,23,,Rural,1
Desminado militar en operaciones,CORDOBA,PUERTO LIBERTADOR,PUERTO LIBERTADOR,2010,7,incidente,23580,23,,Rural,1
Desminado militar en operaciones,CORDOBA,PUERTO LIBERTADOR,PUERTO LIBERTADOR,2010,9,incidente,23580,23,,Rural,1
Desminado militar en operaciones,CORDOBA,PUERTO LIBERTADOR,PUERTO LIBERTADOR,2010,9,incidente,23580,23,,Rural,1
Desminado militar en operaciones,CORDOBA,PUERTO LIBERTADOR,PUERTO LIBERTADOR,2010,9,incidente,23580,23,,Rural,1
Desminado militar en operaciones,CORDOBA,PUERTO LIBERTADOR,PUERTO LIBERTADOR,2010,11,incidente,23580,23,,Rural,1
Desminado militar en operaciones,CORDOBA,PUERTO LIBERTADOR,PUERTO LIBERTADOR,2010,6,incidente,23580,23,,Rural,1
Desminado militar en operaciones,CORDOBA,PUERTO LIBERTADOR,PUERTO LIBERTADOR,2010,11,incidente,23580,23,,Rural,1
Desminado militar en operaciones,CAQUETA,MONTAÑITA,LA MONTAÑITA,2010,7,incidente,18410,18,,Rural,1
Desminado militar en operaciones,CAQUETA,MONTAÑITA,LA MONTAÑITA,2010,7,incidente,18410,18,,Rural,1
Desminado militar en operaciones,CAQUETA,MONTAÑITA,LA MONTAÑITA,2010,7,incidente,18410,18,,Rural,1
Desminado militar en operaciones,CAQUETA,MONTAÑITA,LA MONTAÑITA,2010,6,incidente,18410,18,,Rural,1
Desminado militar en operaciones,CAQUETA,MONTAÑITA,LA MONTAÑITA,2010,7,incidente,18410,18,,Rural,1
Desminado militar en operaciones,CAQUETA,MONTAÑITA,LA MONTAÑITA,2010,7,incidente,18410,18,,Rural,1
Desminado militar en operaciones,CAQUETA,MONTAÑITA,LA MONTAÑITA,2010,7,incidente,18410,18,,Rural,1
Desminado militar en operaciones,CAQUETA,MONTAÑITA,LA MONTAÑITA,2010,6,incidente,18410,18,,Rural,1
Desminado militar en operaciones,CAQUETA,MONTAÑITA,LA MONTAÑITA,2010,6,incidente,18410,18,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,CÁCERES,CÁCERES,2010,8,incidente,5120,5,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,CÁCERES,CÁCERES,2010,9,incidente,5120,5,,Rural,1
Desminado militar en operaciones,NORTE DE SANTANDER,SARDINATA,SARDINATA,2010,11,incidente,54720,54,,Rural,1
Desminado militar en operaciones,CUNDINAMARCA,GUTIÉRREZ,GUTIÉRREZ,2010,10,incidente,25339,25,,Rural,1
Desminado militar en operaciones,CAQUETA,SAN VICENTE DEL CAGUÁN,SAN VICENTE DEL CAGUÁN,2010,8,incidente,18753,18,,Rural,1
Desminado militar en operaciones,CAQUETA,SAN VICENTE DEL CAGUÁN,SAN VICENTE DEL CAGUÁN,2010,8,incidente,18753,18,,Rural,1
Desminado militar en operaciones,CAQUETA,SAN VICENTE DEL CAGUÁN,SAN VICENTE DEL CAGUÁN,2010,11,incidente,18753,18,,Rural,1
Desminado militar en operaciones,CAQUETA,SAN VICENTE DEL CAGUÁN,SAN VICENTE DEL CAGUÁN,2010,8,incidente,18753,18,,Rural,1
Desminado militar en operaciones,CAQUETA,SAN VICENTE DEL CAGUÁN,SAN VICENTE DEL CAGUÁN,2010,8,incidente,18753,18,,Rural,1
Desminado militar en operaciones,NARIÑO,IPIALES,IPIALES,2010,11,incidente,52356,52,,Rural,1
Desminado militar en operaciones,NARIÑO,IPIALES,IPIALES,2010,11,incidente,52356,52,,Rural,1
Desminado militar en operaciones,NARIÑO,IPIALES,IPIALES,2010,9,incidente,52356,52,,Rural,1
Desminado militar en operaciones,CAQUETA,FLORENCIA,FLORENCIA,2010,9,incidente,18001,18,,Rural,1
Desminado militar en operaciones,CAQUETA,FLORENCIA,FLORENCIA,2010,9,incidente,18001,18,,Rural,1
Desminado militar en operaciones,CAQUETA,FLORENCIA,FLORENCIA,2010,11,incidente,18001,18,,Rural,1
Desminado militar en operaciones,CAQUETA,FLORENCIA,FLORENCIA,2010,11,incidente,18001,18,,Rural,1
Desminado militar en operaciones,CAQUETA,FLORENCIA,FLORENCIA,2010,11,incidente,18001,18,,Rural,1
Desminado militar en operaciones,PUTUMAYO,PUERTO GUZMÁN,PUERTO GUZMÁN,2010,6,incidente,86571,86,,Rural,1
Desminado militar en operaciones,PUTUMAYO,PUERTO GUZMÁN,PUERTO GUZMÁN,2010,6,incidente,86571,86,,Rural,1
Desminado militar en operaciones,PUTUMAYO,PUERTO CAICEDO,PUERTO CAICEDO,2010,11,incidente,86569,86,,Rural,1
Desminado militar en operaciones,PUTUMAYO,PUERTO CAICEDO,PUERTO CAICEDO,2010,11,incidente,86569,86,,Rural,1
Desminado militar en operaciones,PUTUMAYO,PUERTO CAICEDO,PUERTO CAICEDO,2010,9,incidente,86569,86,,Rural,1
Desminado militar en operaciones,HUILA,GIGANTE,GIGANTE,2010,8,incidente,41306,41,,Rural,1
Desminado militar en operaciones,BOLIVAR,CANTAGALLO,CANTAGALLO,2010,7,incidente,13160,13,,Rural,1
Desminado militar en operaciones,BOLIVAR,CANTAGALLO,CANTAGALLO,2010,11,incidente,13160,13,,Rural,1
Desminado militar en operaciones,BOLIVAR,CANTAGALLO,CANTAGALLO,2010,11,incidente,13160,13,,Rural,1
Desminado militar en operaciones,BOLIVAR,CANTAGALLO,CANTAGALLO,2010,10,incidente,13160,13,,Rural,1
Desminado militar en operaciones,BOLIVAR,CANTAGALLO,CANTAGALLO,2010,6,incidente,13160,13,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,ITUANGO,ITUANGO,2010,9,incidente,5361,5,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,ITUANGO,ITUANGO,2010,6,incidente,5361,5,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,ITUANGO,ITUANGO,2010,8,incidente,5361,5,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,ITUANGO,ITUANGO,2010,8,incidente,5361,5,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,ITUANGO,ITUANGO,2010,6,incidente,5361,5,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,ITUANGO,ITUANGO,2010,9,incidente,5361,5,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,ITUANGO,ITUANGO,2010,10,incidente,5361,5,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,ITUANGO,ITUANGO,2010,12,incidente,5361,5,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,ITUANGO,ITUANGO,2010,11,incidente,5361,5,,Rural,1
Desminado militar en operaciones,NORTE DE SANTANDER,EL TARRA,EL TARRA,2010,10,incidente,54250,54,,Rural,1
Desminado militar en operaciones,CAQUETA,CARTAGENA DEL CHAIRÁ,CARTAGENA DEL CHAIRÁ,2010,6,incidente,18150,18,,Rural,1
Desminado militar en operaciones,CAQUETA,CARTAGENA DEL CHAIRÁ,CARTAGENA DEL CHAIRÁ,2010,10,incidente,18150,18,,Rural,1
Desminado militar en operaciones,CAQUETA,CARTAGENA DEL CHAIRÁ,CARTAGENA DEL CHAIRÁ,2010,10,incidente,18150,18,,Rural,1
Desminado militar en operaciones,CAQUETA,CARTAGENA DEL CHAIRÁ,CARTAGENA DEL CHAIRÁ,2010,7,incidente,18150,18,,Rural,1
Desminado militar en operaciones,CAQUETA,CARTAGENA DEL CHAIRÁ,CARTAGENA DEL CHAIRÁ,2010,8,incidente,18150,18,,Rural,1
Desminado militar en operaciones,CAQUETA,CARTAGENA DEL CHAIRÁ,CARTAGENA DEL CHAIRÁ,2010,10,incidente,18150,18,,Rural,1
Desminado militar en operaciones,CAQUETA,CARTAGENA DEL CHAIRÁ,CARTAGENA DEL CHAIRÁ,2010,10,incidente,18150,18,,Rural,1
Desminado militar en operaciones,CAQUETA,CARTAGENA DEL CHAIRÁ,CARTAGENA DEL CHAIRÁ,2010,10,incidente,18150,18,,Rural,1
Desminado militar en operaciones,CAQUETA,CARTAGENA DEL CHAIRÁ,CARTAGENA DEL CHAIRÁ,2010,10,incidente,18150,18,,Rural,1
Desminado militar en operaciones,GUAVIARE,MIRAFLORES,MIRAFLORES,2010,7,incidente,95200,95,,Rural,1
Desminado militar en operaciones,GUAVIARE,MIRAFLORES,MIRAFLORES,2010,6,incidente,95200,95,,Rural,1
Desminado militar en operaciones,GUAVIARE,MIRAFLORES,MIRAFLORES,2010,7,incidente,95200,95,,Rural,1
Desminado militar en operaciones,GUAVIARE,MIRAFLORES,MIRAFLORES,2010,8,incidente,95200,95,,Rural,1
Desminado militar en operaciones,GUAVIARE,MIRAFLORES,MIRAFLORES,2010,10,incidente,95200,95,,Rural,1
Desminado militar en operaciones,GUAVIARE,MIRAFLORES,MIRAFLORES,2010,7,incidente,95200,95,,Rural,1
Desminado militar en operaciones,GUAVIARE,MIRAFLORES,MIRAFLORES,2010,10,incidente,95200,95,,Rural,1
Desminado militar en operaciones,GUAVIARE,MIRAFLORES,MIRAFLORES,2010,11,incidente,95200,95,,Rural,1
Desminado militar en operaciones,GUAVIARE,MIRAFLORES,MIRAFLORES,2010,11,incidente,95200,95,,Rural,1
Desminado militar en operaciones,GUAVIARE,MIRAFLORES,MIRAFLORES,2010,9,incidente,95200,95,,Rural,1
Desminado militar en operaciones,CORDOBA,PUERTO LIBERTADOR,PUERTO LIBERTADOR,2010,9,incidente,23580,23,,Rural,1
Desminado militar en operaciones,CORDOBA,PUERTO LIBERTADOR,PUERTO LIBERTADOR,2010,7,incidente,23580,23,,Rural,1
Desminado militar en operaciones,CORDOBA,PUERTO LIBERTADOR,PUERTO LIBERTADOR,2010,11,incidente,23580,23,,Rural,1
Desminado militar en operaciones,CORDOBA,PUERTO LIBERTADOR,PUERTO LIBERTADOR,2010,9,incidente,23580,23,,Rural,1
Desminado militar en operaciones,CORDOBA,PUERTO LIBERTADOR,PUERTO LIBERTADOR,2010,11,incidente,23580,23,,Rural,1
Desminado militar en operaciones,CORDOBA,PUERTO LIBERTADOR,PUERTO LIBERTADOR,2010,6,incidente,23580,23,,Rural,1
Desminado militar en operaciones,CORDOBA,PUERTO LIBERTADOR,PUERTO LIBERTADOR,2010,10,incidente,23580,23,,Rural,1
Desminado militar en operaciones,CORDOBA,PUERTO LIBERTADOR,PUERTO LIBERTADOR,2010,10,incidente,23580,23,,Rural,1
Desminado militar en operaciones,CORDOBA,PUERTO LIBERTADOR,PUERTO LIBERTADOR,2010,10,incidente,23580,23,,Rural,1
Desminado militar en operaciones,CORDOBA,PUERTO LIBERTADOR,PUERTO LIBERTADOR,2010,12,incidente,23580,23,,Rural,1
Desminado militar en operaciones,CORDOBA,PUERTO LIBERTADOR,PUERTO LIBERTADOR,2010,7,incidente,23580,23,,Rural,1
Desminado militar en operaciones,CORDOBA,PUERTO LIBERTADOR,PUERTO LIBERTADOR,2010,11,incidente,23580,23,,Rural,1
Desminado militar en operaciones,CORDOBA,PUERTO LIBERTADOR,PUERTO LIBERTADOR,2010,6,incidente,23580,23,,Rural,1
Desminado militar en operaciones,CORDOBA,PUERTO LIBERTADOR,PUERTO LIBERTADOR,2010,11,incidente,23580,23,,Rural,1
Desminado militar en operaciones,CORDOBA,PUERTO LIBERTADOR,PUERTO LIBERTADOR,2010,10,incidente,23580,23,,Rural,1
Desminado militar en operaciones,CORDOBA,PUERTO LIBERTADOR,PUERTO LIBERTADOR,2010,12,incidente,23580,23,,Rural,1
Desminado militar en operaciones,HUILA,SAN AGUSTÍN,SAN AGUSTÍN,2010,9,incidente,41668,41,,Rural,1
Desminado militar en operaciones,NORTE DE SANTANDER,TIBÚ,TIBÚ,2010,9,incidente,54810,54,,Rural,1
Desminado militar en operaciones,NORTE DE SANTANDER,TIBÚ,TIBÚ,2010,12,incidente,54810,54,,Rural,1
Desminado militar en operaciones,NORTE DE SANTANDER,TIBÚ,TIBÚ,2010,11,incidente,54810,54,,Rural,1
Desminado militar en operaciones,NORTE DE SANTANDER,TIBÚ,TIBÚ,2010,10,incidente,54810,54,,Rural,1
Desminado militar en operaciones,NORTE DE SANTANDER,TIBÚ,TIBÚ,2010,9,incidente,54810,54,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,MUTATÁ,MUTATA,2010,12,incidente,5480,5,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,MUTATÁ,MUTATA,2010,7,incidente,5480,5,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,MUTATÁ,MUTATA,2010,8,incidente,5480,5,,Rural,1
Desminado militar en operaciones,BOLIVAR,RÍOVIEJO,RÍO VIEJO,2010,9,incidente,13600,13,,Rural,1
