Tipo de evento,Departamento,Municipio,Corregimiento,Año,Mes,Evento,COD_DANE_MUNI,COD_DANE_DEPTO,Tipo de lugar,Tipo de area,Rotulo,Lat,Lon,Address
Desminado militar en operaciones,BOYACA,MIRAFLORES,MIRAFLORES,1990,12,incidente,15455,15,,Rural,1,5.196395,-73.143061,"Miraflores, Miraflores, Boyaca, Colombia"
Desminado militar en operaciones,META,URIBE,URIBE,1990,12,incidente,50370,50,,Rural,1,3.239241,-74.350661,"La Uribe, La Uribe, Meta, Colombia"
Desminado militar en operaciones,CAQUETA,MILÁN,SAN ANTONIO DE GETUCHA,1991,1,incidente,18460,18,,Rural,1,1.290718,-75.507539,"Milán, Milán, Caquetá, Colombia"
Desminado militar en operaciones,CAQUETA,FLORENCIA,FLORENCIA,1991,1,incidente,18001,18,,Rural,1,1.6153858,-75.6042364,"Florencia, Florencia, Caquetá, Colombia"
Desminado militar en operaciones,BOYACA,CUBARÁ,BOJABÁ,1991,2,incidente,15223,15,,Rural,1,7.00178,-72.108186,"Cubará, Cubará, Boyacá, Colombia"
Desminado militar en operaciones,BOLIVAR,SAN PABLO,SAN PABLO,2003,1,incidente,13670,13,,Rural,1,7.477887,-73.924108,"San Pablo, San Pablo, Bolivar, Colombia"
Desminado militar en operaciones,SUCRE,OVEJAS,OVEJAS,2003,1,incidente,70508,70,,Rural,1,9.5258559,-75.227529,"Ovejas, Ovejas, Sucre, Colombia"
Desminado militar en operaciones,NARIÑO,CUMBAL,CUMBAL,2002,12,incidente,52227,52,,Rural,1,0.904589,-77.791184,"Cumbal, Cumbal, Narino, Colombia"
Desminado militar en operaciones,CUNDINAMARCA,GAMA,GAMA,2003,1,incidente,25299,25,,Rural,1,4.762033,-73.610321,"Gama, Gama, Cundinamarca, Colombia"
Desminado militar en operaciones,ANTIOQUIA,SAN LUIS,SAN LUIS,2003,1,incidente,5660,5,,Rural,1,6.042454,-74.995071,"San Luis, San Luís, Antioquia, Colombia"
Desminado militar en operaciones,ANTIOQUIA,SAN LUIS,SAN LUIS,2003,1,incidente,5660,5,,Rural,1,6.042454,-74.995071,"San Luis, San Luís, Antioquia, Colombia"
Desminado militar en operaciones,META,PUERTO RICO,PUERTO RICO,2003,1,incidente,50590,50,,Rural,1,2.941214,-73.207468,"Puerto Rico, Puerto Rico, Meta, Colombia"
Desminado militar en operaciones,BOLIVAR,SAN PABLO,SAN PABLO,2003,1,incidente,13670,13,,Rural,1,7.477887,-73.924108,"San Pablo, San Pablo, Bolivar, Colombia"
Desminado militar en operaciones,CUNDINAMARCA,CABRERA,CABRERA,2003,1,incidente,25120,25,,Rural,1,3.98479,-74.484181,"Cabrera, Cabrera, Cundinamarca, Colombia"
Desminado militar en operaciones,CUNDINAMARCA,SAN JUAN DE RIOSECO,CAMBAO,2002,4,incidente,25662,25,,Rural,1,4.84546,-74.62249,"San Juan de Rioseco, San Juan de Rio Seco, San Juan de Rio Seco, Cundinamarca, Colombia"
Desminado militar en operaciones,VALLE DEL CAUCA,CALI,CALI,2002,5,incidente,76001,76,,Rural,1,3.4516467,-76.5319854,"Cali, Cali, Valle del Cauca, Colombia"
Desminado militar en operaciones,SANTANDER,BOLÍVAR,BOLÍVAR,2002,5,incidente,68101,68,,Rural,1,5.98982,-73.77051,"Bolívar, Bolívar, Santander Department, Colombia"
Desminado militar en operaciones,META,LA MACARENA,LA SOMBRA,2002,5,incidente,50350,50,,Rural,1,2.181718,-73.78645,"La Macarena, La Macarena, Meta, Colombia"
Desminado militar en operaciones,CAQUETA,MONTAÑITA,LA MONTAÑITA,2002,5,incidente,18410,18,,Rural,1,1.47888,-75.43724,"La Montanita, La Montañita, Caquetá, Colombia"
Desminado militar en operaciones,SANTANDER,SANTA HELENA DEL OPÓN,SANTA HELENA DEL OPÓN,2002,5,incidente,68720,68,,Urbana,1,6.3387478,-73.616458,"Santa Helena Del Opón, Santa Helena Del Opón, Santander, Colombia"
Desminado militar en operaciones,CAQUETA,SAN VICENTE DEL CAGUÁN,SAN VICENTE DEL CAGUÁN,2002,5,incidente,18753,18,,Rural,1,2.1136446,-74.7732056,"San Vicente del Caguán, San Vicente Del Caguán, Caquetá, Colombia"
Desminado militar en operaciones,CUNDINAMARCA,SILVANIA,SILVANIA,2002,5,incidente,25743,25,,Rural,1,4.39078,-74.396782,"Silvania, Silvania, Cundinamarca, Colombia"
Desminado militar en operaciones,META,MESETAS,MESETAS,2003,2,incidente,50330,50,,Rural,1,3.381995,-74.043801,"Mesetas, Mesetas, Meta, Colombia"
Desminado militar en operaciones,META,EL DORADO,EL DORADO,2002,2,incidente,50270,50,,Rural,1,3.739069,-73.835273,"El Dorado, El Dorado, Meta, Colombia"
Desminado militar en operaciones,ANTIOQUIA,CALDAS,CALDAS,2002,2,incidente,5129,5,,Rural,1,6.094317,-75.633347,"Caldas, Caldas, Antioquia, Colombia"
Desminado militar en operaciones,CAQUETA,FLORENCIA,FLORENCIA,1990,1,incidente,18001,18,,Rural,1,1.6153858,-75.6042364,"Florencia, Florencia, Caquetá, Colombia"
Desminado militar en operaciones,LA GUAJIRA,ALBANIA,ALBANIA,2002,3,incidente,44035,44,,Rural,1,11.160651,-72.591907,"Albania, Maicao, La Guajira, Colombia"
Desminado militar en operaciones,CAQUETA,FLORENCIA,FLORENCIA,2002,3,incidente,18001,18,,Rural,1,1.6153858,-75.6042364,"Florencia, Florencia, Caquetá, Colombia"
Desminado militar en operaciones,CUNDINAMARCA,ARBELÁEZ,ARBELÁEZ,2002,3,incidente,25053,25,,Rural,1,4.272793,-74.416014,"Arbeláez, Arbeláez, Cundinamarca, Colombia"
Desminado militar en operaciones,NORTE DE SANTANDER,TEORAMA,TEORAMA,2002,3,incidente,54800,54,,Urbana,1,8.437521,-73.2869429,"Teorama, Teorama, Norte de Santander, Colombia"
Desminado militar en operaciones,CUNDINAMARCA,CABRERA,CABRERA,2002,3,incidente,25120,25,,Rural,1,3.98479,-74.484181,"Cabrera, Cabrera, Cundinamarca, Colombia"
Desminado militar en operaciones,SANTANDER,SIMACOTA,SIMACOTA,1990,1,incidente,68745,68,,Rural,1,6.443588,-73.337534,"Simacota, Simacota, Santander Department, Colombia"
Desminado militar en operaciones,SANTANDER,SABANA DE TORRES,SABANA DE TORRES,1990,5,incidente,68655,68,,Rural,1,7.394792,-73.500055,"Sabana de Torres, Sábana de Torres, Santander Department, Colombia"
Desminado militar en operaciones,META,URIBE,URIBE,2003,2,incidente,50370,50,,Rural,1,3.239241,-74.350661,"La Uribe, La Uribe, Meta, Colombia"
Desminado militar en operaciones,ANTIOQUIA,SAN LUIS,SAN LUIS,2003,1,incidente,5660,5,,Rural,1,6.042454,-74.995071,"San Luis, San Luís, Antioquia, Colombia"
Desminado militar en operaciones,CASANARE,CHÁMEZA,CHÁMEZA,2002,11,incidente,85015,85,,Urbana,1,5.213461,-72.869955,"Chámeza, Chámeza, Casanare, Colombia"
Desminado militar en operaciones,CORDOBA,VALENCIA,VALENCIA,2003,1,incidente,23855,23,,Urbana,1,8.2567869,-76.147936,"Valencia, Valencia, Córdoba, Colombia"
Desminado militar en operaciones,HUILA,SUAZA,SUAZA,2003,1,incidente,41770,41,,Rural,1,1.97688,-75.794971,"Suaza, Suaza, Huila, Colombia"
Desminado militar en operaciones,CALDAS,PENSILVANIA,ARBOLEDA,2003,2,incidente,17541,17,,Rural,1,5.38211,-75.161426,"Pensilvania, Pensilvania, Caldas, Colombia"
Desminado militar en operaciones,NORTE DE SANTANDER,SALAZAR,SALAZAR,2003,2,incidente,54660,54,,Rural,1,7.772786,-72.809937,"Salazar, Salazar, Norte de Santander, Colombia"
Desminado militar en operaciones,CAQUETA,CURILLO,CURILLO,2003,2,incidente,18205,18,,Rural,1,1.033817,-75.920771,"Curillo, Curillo, Caquetá, Colombia"
Desminado militar en operaciones,CAQUETA,BELÉN DE LOS ANDAQUÍES,BELÉN DE LOS ANDAQUIES,2003,2,incidente,18094,18,,Rural,1,1.420014,-75.872318,"Belén de Andaquies, Belén de Los Andaquíes, Caquetá, Colombia"
Desminado militar en operaciones,ARAUCA,ARAUCA,ARAUCA,2003,2,incidente,81001,81,,Rural,1,7.076172,-70.710457,"Arauca, Arauca, Arauca, Colombia"
Desminado militar en operaciones,CUNDINAMARCA,GUASCA,GUASCA,2002,5,incidente,25322,25,,Rural,1,4.867236,-73.877402,"Guasca, Guasca, Cundinamarca, Colombia"
Desminado militar en operaciones,CAQUETA,SAN VICENTE DEL CAGUÁN,SAN VICENTE DEL CAGUÁN,2002,5,incidente,18753,18,,Rural,1,2.1136446,-74.7732056,"San Vicente del Caguán, San Vicente Del Caguán, Caquetá, Colombia"
Desminado militar en operaciones,CASANARE,CHÁMEZA,CHÁMEZA,2002,5,incidente,85015,85,,Rural,1,5.213461,-72.869955,"Chámeza, Chámeza, Casanare, Colombia"
Desminado militar en operaciones,CAUCA,EL TAMBO,EL TAMBO,2002,6,incidente,19256,19,,Rural,1,2.57301,-76.77916,"Cauca, El Tambo, Cauca, Colombia"
Desminado militar en operaciones,META,LA MACARENA,LA MACARENA,2002,6,incidente,50350,50,,Rural,1,2.181718,-73.78645,"La Macarena, La Macarena, Meta, Colombia"
Desminado militar en operaciones,CAQUETA,EL DONCELLO,EL DONCELLO,2002,6,incidente,18247,18,,Rural,1,1.680042,-75.2833349,"El Doncello, El Doncello, Caquetá, Colombia"
Desminado militar en operaciones,CAQUETA,FLORENCIA,FLORENCIA,2002,6,incidente,18001,18,,Rural,1,1.6153858,-75.6042364,"Florencia, Florencia, Caquetá, Colombia"
Desminado militar en operaciones,CAQUETA,CARTAGENA DEL CHAIRÁ,CARTAGENA DEL CHAIRÁ,2002,6,incidente,18150,18,,Rural,1,1.3338448,-74.8434026,"Cartagena Del Chairá, Cartagena Del Chairá, Caquetá, Colombia"
Desminado militar en operaciones,SANTANDER,RIONEGRO,RIONEGRO,2002,6,incidente,68615,68,,Rural,1,7.265055,-73.1504099,"Rionegro, Rionegro, Santander, Colombia"
Desminado militar en operaciones,VAUPES,MITÚ,MITÚ,2003,5,incidente,97001,97,,Rural,1,1.2521739,-70.233618,"Mitú, Mitú, Vaupés, Colombia"
Desminado militar en operaciones,VAUPES,MITÚ,MITÚ,2003,9,incidente,97001,97,,Rural,1,1.2521739,-70.233618,"Mitú, Mitú, Vaupés, Colombia"
Desminado militar en operaciones,CUNDINAMARCA,MEDINA,MEDINA,2003,12,incidente,25438,25,,Rural,1,4.508399,-73.349853,"Medina, Medina, Cundinamarca, Colombia"
Desminado militar en operaciones,SANTANDER,CALIFORNIA,CALIFORNIA,2003,12,incidente,68132,68,,Rural,1,7.34719,-72.94626,"California, California, Santander, Colombia"
Desminado militar en operaciones,NARIÑO,BARBACOAS,BARBACOAS,2003,12,incidente,52079,52,,Rural,1,1.6733039,-78.138498,"Barbacoas, Barbacoas, Nariño, Colombia"
Desminado militar en operaciones,ARAUCA,TAME,TAME,2004,1,incidente,81794,81,,Rural,1,6.457094,-71.745515,"Tame, Tame, Arauca, Colombia"
Desminado militar en operaciones,ARAUCA,TAME,TAME,2004,1,incidente,81794,81,,Rural,1,6.457094,-71.745515,"Tame, Tame, Arauca, Colombia"
Desminado militar en operaciones,SANTANDER,SABANA DE TORRES,SABANA DE TORRES,2004,1,incidente,68655,68,,Rural,1,7.394792,-73.500055,"Sabana de Torres, Sábana de Torres, Santander Department, Colombia"
Desminado militar en operaciones,CAQUETA,MONTAÑITA,LA MONTAÑITA,2004,1,incidente,18410,18,,Rural,1,1.47888,-75.43724,"La Montanita, La Montañita, Caquetá, Colombia"
Desminado militar en operaciones,META,LEJANÍAS,LEJANÍAS,2004,1,incidente,50400,50,,Urbana,1,3.526086,-74.024393,"Lejanías, Lejanías, Meta, Colombia"
Desminado militar en operaciones,NARIÑO,PASTO,SAN JUAN DE PASTO,2004,6,incidente,52001,52,,Rural,1,1.2058837,-77.285787,"Pasto, Pasto, Narino, Colombia"
Desminado militar en operaciones,HUILA,ALGECIRAS,ALGECIRAS,2004,6,incidente,41020,41,,Rural,1,2.523477,-75.3156939,"Algeciras, Algeciras, Huila, Colombia"
Desminado militar en operaciones,ANTIOQUIA,ARGELIA,ARGELIA,2004,6,incidente,5055,5,,Rural,1,5.730859,-75.142186,"Argelia, Argelia, Antioquia, Colombia"
Desminado militar en operaciones,ANTIOQUIA,ITUANGO,ITUANGO,2004,6,incidente,5361,5,,Rural,1,7.172607,-75.76468,"Ituango, Ituango, Antioquia, Colombia"
Desminado militar en operaciones,BOLIVAR,EL CARMEN DE BOLÍVAR,EL CARMEN DE BOLÍVAR,2004,6,incidente,13244,13,,Rural,1,9.721064,-75.115733,"El Carmen de Bolívar, El Cármen de Bolívar, Bolivar, Colombia"
Desminado militar en operaciones,ARAUCA,ARAUQUITA,ARAUQUITA,2004,6,incidente,81065,81,,Rural,1,7.029334,-71.4294759,"Arauquita, Arauquita, Arauca, Colombia"
Desminado militar en operaciones,CAUCA,SAN SEBASTIÁN,SAN SEBASTIÁN,2004,6,incidente,19693,19,,Rural,1,1.838574,-76.770954,"San Sebastian, San Sebastián, Cauca Department, Colombia"
Desminado militar en operaciones,META,VISTAHERMOSA,PUERTO LUCAS,2004,6,incidente,50711,50,,Rural,1,3.127883,-73.752512,"Vista Hermosa, Vistahermosa, Meta, Colombia"
Desminado militar en operaciones,SANTANDER,BUCARAMANGA,BUCARAMANGA,2004,6,incidente,68001,68,,Rural,1,7.119349,-73.1227416,"Bucaramanga, Bucaramanga, Santander, Colombia"
Desminado militar en operaciones,ARAUCA,TAME,TAME,2004,2,incidente,81794,81,,Rural,1,6.457094,-71.745515,"Tame, Tame, Arauca, Colombia"
Desminado militar en operaciones,CUNDINAMARCA,LA PALMA,LA PALMA,2003,2,incidente,25394,25,,Rural,1,5.358433,-74.390683,"La Palma, La Palma, Cundinamarca, Colombia"
Desminado militar en operaciones,LA GUAJIRA,SAN JUAN DEL CESAR,CARACOLÍ,2003,4,incidente,44650,44,,Rural,1,10.7698637,-73.0021534,"San Juan del Cesar, San Juan Del Cesar, La Guajira, Colombia"
Desminado militar en operaciones,SANTANDER,RIONEGRO,RIONEGRO,2003,4,incidente,68615,68,,Rural,1,7.265055,-73.1504099,"Rionegro, Rionegro, Santander, Colombia"
Desminado militar en operaciones,CAQUETA,EL PAUJIL,EL PAUJIL,2003,5,incidente,18256,18,,Rural,1,1.571227,-75.3266979,"El Paujil, El Paujil, Caquetá, Colombia"
Desminado militar en operaciones,VAUPES,MITÚ,MITÚ,2003,6,incidente,97001,97,,Rural,1,1.2521739,-70.233618,"Mitú, Mitú, Vaupés, Colombia"
Desminado militar en operaciones,CUNDINAMARCA,LA PALMA,LA PALMA,2003,6,incidente,25394,25,,Rural,1,5.358433,-74.390683,"La Palma, La Palma, Cundinamarca, Colombia"
Desminado militar en operaciones,BOLIVAR,PINILLOS,PINILLOS,2003,6,incidente,13549,13,,Rural,1,8.9245,-74.47033,"Pinillos, Pinillos, Bolivar, Colombia"
Desminado militar en operaciones,SANTANDER,HATO,HATO,2003,6,incidente,68344,68,,Rural,1,6.544078,-73.308154,"Hato, Hato, Santander, Colombia"
Desminado militar en operaciones,ARAUCA,ARAUQUITA,ARAUQUITA,2003,10,incidente,81065,81,,Rural,1,7.029334,-71.4294759,"Arauquita, Arauquita, Arauca, Colombia"
Desminado militar en operaciones,ANTIOQUIA,EL BAGRE,EL BAGRE,2003,10,incidente,5250,5,,Rural,1,7.601357,-74.805277,"El Bagre, El Bagre, Antioquia, Colombia"
Desminado militar en operaciones,NARIÑO,TUMACO,TUMACO,2003,10,incidente,52835,52,,Rural,1,1.787434,-78.791265,"San Andres de Tumaco, San Andres de Tumaco, Nariño, Colombia"
Desminado militar en operaciones,VAUPES,MITÚ,MITÚ,2004,5,incidente,97001,97,,Rural,1,1.2521739,-70.233618,"Mitú, Mitú, Vaupés, Colombia"
Desminado militar en operaciones,VAUPES,CARURÚ,CARURÚ,2004,5,incidente,97161,97,,Rural,1,1.012148,-71.2958699,"Caruru, Carurú, Vaupes, Colombia"
Desminado militar en operaciones,VAUPES,MITÚ,MITÚ,2004,5,incidente,97001,97,,Rural,1,1.2521739,-70.233618,"Mitú, Mitú, Vaupés, Colombia"
Desminado militar en operaciones,VAUPES,MITÚ,MITÚ,2004,6,incidente,97001,97,,Rural,1,1.2521739,-70.233618,"Mitú, Mitú, Vaupés, Colombia"
Desminado militar en operaciones,VAUPES,MITÚ,MITÚ,2004,7,incidente,97001,97,,Rural,1,1.2521739,-70.233618,"Mitú, Mitú, Vaupés, Colombia"
Desminado militar en operaciones,VAUPES,MITÚ,MITÚ,2004,7,incidente,97001,97,,Rural,1,1.2521739,-70.233618,"Mitú, Mitú, Vaupés, Colombia"
Desminado militar en operaciones,BOLIVAR,MORALES,MICO AHUMADO,2004,8,incidente,13473,13,,Rural,1,8.27533,-73.868176,"Morales, Morales, Bolívar, Colombia"
Desminado militar en operaciones,NARIÑO,POLICARPA,POLICARPA,2004,8,incidente,52540,52,,Rural,1,1.628978,-77.4603659,"Policarpa Salavarrieta, Policarpa, Narino, Colombia"
Desminado militar en operaciones,NARIÑO,POLICARPA,POLICARPA,2004,8,incidente,52540,52,,Rural,1,1.628978,-77.4603659,"Policarpa Salavarrieta, Policarpa, Narino, Colombia"
Desminado militar en operaciones,CAQUETA,PUERTO RICO,PUERTO RICO,2004,8,incidente,18592,18,,Rural,1,1.909918,-75.157235,"Puerto Rico, Puerto Rico, Caquetá, Colombia"
Desminado militar en operaciones,CASANARE,TAURAMENA,TAURAMENA,2004,8,incidente,85410,85,,Rural,1,5.0106849,-72.750495,"Tauramena, Tauramena, Casanare, Colombia"
Desminado militar en operaciones,SUCRE,LOS PALMITOS,LOS PALMITOS,2004,8,incidente,70418,70,,Rural,1,9.380494,-75.27095,"Los Palmitos, Los Palmitos, Sucre, Colombia"
Desminado militar en operaciones,CASANARE,TAURAMENA,TAURAMENA,2004,8,incidente,85410,85,,Rural,1,5.0106849,-72.750495,"Tauramena, Tauramena, Casanare, Colombia"
Desminado militar en operaciones,BOLIVAR,EL CARMEN DE BOLÍVAR,EL CARMEN DE BOLÍVAR,2004,8,incidente,13244,13,,Rural,1,9.721064,-75.115733,"El Carmen de Bolívar, El Cármen de Bolívar, Bolivar, Colombia"
Desminado militar en operaciones,NORTE DE SANTANDER,TIBÚ,TIBÚ,2004,8,incidente,54810,54,,Rural,1,8.642356,-72.737733,"Tibú, Tibú, North Santander, Colombia"
Desminado militar en operaciones,ANTIOQUIA,SAN LUIS,SAN LUIS,2004,8,incidente,5660,5,,Rural,1,6.042454,-74.995071,"San Luis, San Luís, Antioquia, Colombia"
Desminado militar en operaciones,CAQUETA,CARTAGENA DEL CHAIRÁ,CARTAGENA DEL CHAIRÁ,2004,6,incidente,18150,18,,Rural,1,1.3338448,-74.8434026,"Cartagena Del Chairá, Cartagena Del Chairá, Caquetá, Colombia"
Desminado militar en operaciones,CAQUETA,EL PAUJIL,EL PAUJIL,2004,6,incidente,18256,18,,Rural,1,1.571227,-75.3266979,"El Paujil, El Paujil, Caquetá, Colombia"
Desminado militar en operaciones,CAQUETA,EL PAUJIL,EL PAUJIL,2004,6,incidente,18256,18,,Rural,1,1.571227,-75.3266979,"El Paujil, El Paujil, Caquetá, Colombia"
Desminado militar en operaciones,CAQUETA,SAN VICENTE DEL CAGUÁN,SAN VICENTE DEL CAGUÁN,2004,6,incidente,18753,18,,Rural,1,2.1136446,-74.7732056,"San Vicente del Caguán, San Vicente Del Caguán, Caquetá, Colombia"
Desminado militar en operaciones,CAQUETA,CURILLO,CURILLO,2004,6,incidente,18205,18,,Rural,1,1.033817,-75.920771,"Curillo, Curillo, Caquetá, Colombia"
Desminado militar en operaciones,META,VISTAHERMOSA,VISTAHERMOSA,2006,8,incidente,50711,50,,Rural,1,3.127883,-73.752512,"Vista Hermosa, Vistahermosa, Meta, Colombia"
Desminado militar en operaciones,NORTE DE SANTANDER,TEORAMA,TEORAMA,2006,8,incidente,54800,54,,Rural,1,8.437521,-73.2869429,"Teorama, Teorama, Norte de Santander, Colombia"
Desminado militar en operaciones,PUTUMAYO,PUERTO CAICEDO,PUERTO CAICEDO,2007,4,incidente,86569,86,,Rural,1,0.684374,-76.604072,"Puerto Caicedo, Puerto Caicedo, Putumayo, Colombia"
Desminado militar en operaciones,ANTIOQUIA,SAN LUIS,SAN LUIS,2007,4,incidente,5660,5,,Rural,1,6.042454,-74.995071,"San Luis, San Luís, Antioquia, Colombia"
Desminado militar en operaciones,TOLIMA,PLANADAS,PLANADAS,2007,4,incidente,73555,73,,Rural,1,3.197241,-75.643817,"Planadas, Planadas, Tolima, Colombia"
Desminado militar en operaciones,NORTE DE SANTANDER,TEORAMA,TEORAMA,2007,4,incidente,54800,54,,Rural,1,8.437521,-73.2869429,"Teorama, Teorama, Norte de Santander, Colombia"
Desminado militar en operaciones,BOLIVAR,SIMITÍ,SIMITÍ,2007,3,incidente,13744,13,,Rural,1,7.957151,-73.946404,"Simití, Simití, Bolivar, Colombia"
Desminado militar en operaciones,META,PUERTO LLERAS,PUERTO LLERAS,2007,5,incidente,50577,50,,Rural,1,3.272414,-73.369542,"Puerto Lleras, Puerto Lleras, Meta, Colombia"
Desminado militar en operaciones,CALDAS,MARULANDA,MARULANDA,2007,3,incidente,17446,17,,Rural,1,5.2843859,-75.259705,"Marulanda, Marulanda, Caldas, Colombia"
Desminado militar en operaciones,VALLE DEL CAUCA,BUGA,GUADALAJARA DE BUGA,2007,5,incidente,76111,76,,Rural,1,3.9005079,-76.3021889,"Buga, Guadalajara de Buga, Valle del Cauca, Colombia"
Desminado militar en operaciones,VALLE DEL CAUCA,FLORIDA,FLORIDA,2005,3,incidente,76275,76,,Rural,1,3.3213339,-76.235361,"Florida, Florida, Valle del Cauca, Colombia"
Desminado militar en operaciones,ANTIOQUIA,VALDIVIA,VALDIVIA,2005,3,incidente,5854,5,,Rural,1,7.29117,-75.39215,"Valdivia, Valdivia, Antioquia, Colombia"
Desminado militar en operaciones,ANTIOQUIA,COCORNÁ,COCORNÁ,2005,4,incidente,5197,5,,Rural,1,6.057265,-75.185598,"Cocorná, Cocorná, Antioquia, Colombia"
Desminado militar en operaciones,ANTIOQUIA,VALDIVIA,VALDIVIA,2005,4,incidente,5854,5,,Rural,1,7.29117,-75.39215,"Valdivia, Valdivia, Antioquia, Colombia"
Desminado militar en operaciones,META,PUERTO RICO,PUERTO TOLEDO,2005,3,incidente,50590,50,,Rural,1,2.941214,-73.207468,"Puerto Rico, Puerto Rico, Meta, Colombia"
Desminado militar en operaciones,META,LA MACARENA,LA MACARENA,2005,3,incidente,50350,50,,Rural,1,2.181718,-73.78645,"La Macarena, La Macarena, Meta, Colombia"
Desminado militar en operaciones,ANTIOQUIA,SONSÓN,SONSÓN,2006,9,incidente,5756,5,,Rural,1,5.712002,-75.309798,"Sonsón, Sonsón, Antioquia, Colombia"
Desminado militar en operaciones,ANTIOQUIA,AMALFI,AMALFI,2006,9,incidente,5031,5,,Rural,1,6.906448,-75.073161,"Amalfi, Amalfi, Antioquia, Colombia"
Desminado militar en operaciones,META,PUERTO RICO,PUERTO RICO,2006,9,incidente,50590,50,,Rural,1,2.941214,-73.207468,"Puerto Rico, Puerto Rico, Meta, Colombia"
Desminado militar en operaciones,RISARALDA,LA CELIA,LA CELIA,2006,9,incidente,66383,66,,Rural,1,5.003233,-76.003424,"La Celia, La Celia, Risaralda, Colombia"
Desminado militar en operaciones,CAQUETA,SAN VICENTE DEL CAGUÁN,SAN VICENTE DEL CAGUÁN,2006,9,incidente,18753,18,,Rural,1,2.1136446,-74.7732056,"San Vicente del Caguán, San Vicente Del Caguán, Caquetá, Colombia"
Desminado militar en operaciones,ARAUCA,ARAUQUITA,ARAUQUITA,2006,8,incidente,81065,81,,Rural,1,7.029334,-71.4294759,"Arauquita, Arauquita, Arauca, Colombia"
Desminado militar en operaciones,TOLIMA,PLANADAS,PLANADAS,2006,9,incidente,73555,73,,Rural,1,3.197241,-75.643817,"Planadas, Planadas, Tolima, Colombia"
Desminado militar en operaciones,CALDAS,AGUADAS,AGUADAS,2006,9,incidente,17013,17,,Rural,1,5.608334,-75.453135,"Aguadas, Aguadas, Caldas, Colombia"
Desminado militar en operaciones,CHOCO,SAN JOSÉ DEL PALMAR,SAN JOSÉ DEL PALMAR,2006,10,incidente,27660,27,,Rural,1,4.97262,-76.22922,"San José del Palmar, Nóvita, Choco, Colombia"
Desminado militar en operaciones,NORTE DE SANTANDER,EL TARRA,EL TARRA,2006,10,incidente,54250,54,,Rural,1,8.57451,-73.09339,"El Tarra, El Tarra, Norte de Santander, Colombia"
Desminado militar en operaciones,CESAR,PELAYA,PELAYA,2006,10,incidente,20550,20,,Rural,1,8.688031,-73.666377,"Pelaya, Pelaya, Cesar, Colombia"
Desminado militar en operaciones,CAQUETA,SAN VICENTE DEL CAGUÁN,SAN VICENTE DEL CAGUÁN,2006,8,incidente,18753,18,,Rural,1,2.1136446,-74.7732056,"San Vicente del Caguán, San Vicente Del Caguán, Caquetá, Colombia"
Desminado militar en operaciones,TOLIMA,DOLORES,DOLORES,2006,8,incidente,73236,73,,Rural,1,3.539416,-74.897166,"Dolores, Dolores, Tolima, Colombia"
Desminado militar en operaciones,SUCRE,OVEJAS,OVEJAS,2004,11,incidente,70508,70,,Rural,1,9.5258559,-75.227529,"Ovejas, Ovejas, Sucre, Colombia"
Desminado militar en operaciones,SUCRE,CHALÁN,CHALÁN,2004,11,incidente,70230,70,,Rural,1,9.5458269,-75.312885,"Chalán, Chalán, Sucre, Colombia"
Desminado militar en operaciones,SUCRE,OVEJAS,OVEJAS,2004,11,incidente,70508,70,,Rural,1,9.5258559,-75.227529,"Ovejas, Ovejas, Sucre, Colombia"
Desminado militar en operaciones,META,URIBE,URIBE,2012,5,incidente,50370,50,,Rural,1,3.239241,-74.350661,"La Uribe, La Uribe, Meta, Colombia"
Desminado militar en operaciones,META,URIBE,URIBE,2012,5,incidente,50370,50,,Rural,1,3.239241,-74.350661,"La Uribe, La Uribe, Meta, Colombia"
Desminado militar en operaciones,CAQUETA,PUERTO RICO,PUERTO RICO,2012,5,incidente,18592,18,,Rural,1,1.909918,-75.157235,"Puerto Rico, Puerto Rico, Caquetá, Colombia"
Desminado militar en operaciones,NORTE DE SANTANDER,CONVENCIÓN,CONVENCIÓN,2012,5,incidente,54206,54,,Rural,1,8.470146,-73.337007,"Convención, Convención, Norte de Santander, Colombia"
Desminado militar en operaciones,ARAUCA,ARAUQUITA,ARAUQUITA,2012,5,incidente,81065,81,,Rural,1,7.029334,-71.4294759,"Arauquita, Arauquita, Arauca, Colombia"
Desminado militar en operaciones,ARAUCA,ARAUQUITA,ARAUQUITA,2012,5,incidente,81065,81,,Rural,1,7.029334,-71.4294759,"Arauquita, Arauquita, Arauca, Colombia"
Desminado militar en operaciones,NORTE DE SANTANDER,EL CARMEN,EL CARMEN,2012,5,incidente,54245,54,,Rural,1,8.6999099,-73.46146,"Nte. de Santander, El Carmen, Norte de Santander, Colombia"
Desminado militar en operaciones,META,URIBE,URIBE,2012,5,incidente,50370,50,,Rural,1,3.239241,-74.350661,"La Uribe, La Uribe, Meta, Colombia"
Desminado militar en operaciones,ANTIOQUIA,ANORÍ,ANORÍ,2012,5,incidente,5040,5,,Rural,1,7.073562,-75.147287,"Anorí, Anorí, Antioquia, Colombia"
Desminado militar en operaciones,ANTIOQUIA,ANORÍ,ANORÍ,2012,5,incidente,5040,5,,Rural,1,7.073562,-75.147287,"Anorí, Anorí, Antioquia, Colombia"
Desminado militar en operaciones,META,EL CALVARIO,EL CALVARIO,2012,5,incidente,50245,50,,Rural,1,4.352332,-73.712966,"El Calvario, El Calvario, Meta, Colombia"
