Tipo de evento,Departamento,Municipio,Corregimiento,Año,Mes,Evento,COD_DANE_MUNI,COD_DANE_DEPTO,Tipo de lugar,Tipo de area,Rotulo,Lat,Lon,Address
Accidente por MAP,CAQUETA,MONTAÑITA,LA MONTAÑITA,2002,10,Accidente,18410,18,,Rural,1,1.47888,-75.43724,"La Montanita, La Montañita, Caquetá, Colombia"
Accidente por MAP,CAQUETA,MONTAÑITA,LA MONTAÑITA,2004,1,Accidente,18410,18,,Rural,1,1.47888,-75.43724,"La Montanita, La Montañita, Caquetá, Colombia"
Accidente por MAP,CAQUETA,MONTAÑITA,LA MONTAÑITA,2004,12,Accidente,18410,18,,Rural,1,1.47888,-75.43724,"La Montanita, La Montañita, Caquetá, Colombia"
Accidente por MAP,CAQUETA,MONTAÑITA,LA MONTAÑITA,2006,9,Accidente,18410,18,,Rural,1,1.47888,-75.43724,"La Montanita, La Montañita, Caquetá, Colombia"
Accidente por MAP,CAQUETA,MONTAÑITA,LA MONTAÑITA,2003,5,Accidente,18410,18,,Rural,1,1.47888,-75.43724,"La Montanita, La Montañita, Caquetá, Colombia"
Accidente por MAP,CAQUETA,MONTAÑITA,LA MONTAÑITA,2006,11,Accidente,18410,18,,Rural,1,1.47888,-75.43724,"La Montanita, La Montañita, Caquetá, Colombia"
Accidente por MAP,CAQUETA,MONTAÑITA,LA MONTAÑITA,2004,12,Accidente,18410,18,,Rural,1,1.47888,-75.43724,"La Montanita, La Montañita, Caquetá, Colombia"
Accidente por MAP,CAQUETA,MONTAÑITA,LA MONTAÑITA,2004,5,Accidente,18410,18,,Rural,1,1.47888,-75.43724,"La Montanita, La Montañita, Caquetá, Colombia"
Accidente por MAP,CAQUETA,MONTAÑITA,LA MONTAÑITA,2002,5,Accidente,18410,18,,Rural,1,1.47888,-75.43724,"La Montanita, La Montañita, Caquetá, Colombia"
Accidente por MAP,CAQUETA,MONTAÑITA,LA MONTAÑITA,2002,3,Accidente,18410,18,,Rural,1,1.47888,-75.43724,"La Montanita, La Montañita, Caquetá, Colombia"
Accidente por MUSE,CAQUETA,MONTAÑITA,LA MONTAÑITA,2006,4,Accidente,18410,18,,Rural,1,1.47888,-75.43724,"La Montanita, La Montañita, Caquetá, Colombia"
Accidente por MAP,CAQUETA,MONTAÑITA,LA MONTAÑITA,2002,2,Accidente,18410,18,,Rural,1,1.47888,-75.43724,"La Montanita, La Montañita, Caquetá, Colombia"
Accidente por MAP,CAQUETA,MONTAÑITA,LA MONTAÑITA,2002,8,Accidente,18410,18,,Rural,1,1.47888,-75.43724,"La Montanita, La Montañita, Caquetá, Colombia"
Accidente por MAP,CAQUETA,MONTAÑITA,LA MONTAÑITA,2003,9,Accidente,18410,18,,Rural,1,1.47888,-75.43724,"La Montanita, La Montañita, Caquetá, Colombia"
Accidente por MAP,CAQUETA,MONTAÑITA,LA MONTAÑITA,2004,6,Accidente,18410,18,,Rural,1,1.47888,-75.43724,"La Montanita, La Montañita, Caquetá, Colombia"
Accidente por MAP,CAQUETA,MONTAÑITA,LA MONTAÑITA,2004,1,Accidente,18410,18,,Rural,1,1.47888,-75.43724,"La Montanita, La Montañita, Caquetá, Colombia"
Accidente por MAP,CAQUETA,MONTAÑITA,LA MONTAÑITA,2005,6,Accidente,18410,18,,Rural,1,1.47888,-75.43724,"La Montanita, La Montañita, Caquetá, Colombia"
Accidente por MAP,CAQUETA,MONTAÑITA,LA MONTAÑITA,2003,11,Accidente,18410,18,,Rural,1,1.47888,-75.43724,"La Montanita, La Montañita, Caquetá, Colombia"
Accidente por MAP,CAQUETA,MONTAÑITA,LA UNIÓN PENEYA,2004,1,Accidente,18410,18,,Rural,1,1.47888,-75.43724,"La Montanita, La Montañita, Caquetá, Colombia"
Accidente por MAP,CAQUETA,MONTAÑITA,LA UNIÓN PENEYA,2004,9,Accidente,18410,18,,Rural,1,1.47888,-75.43724,"La Montanita, La Montañita, Caquetá, Colombia"
Accidente por MAP,CAQUETA,MONTAÑITA,LA UNIÓN PENEYA,2007,6,Accidente,18410,18,,Rural,1,1.47888,-75.43724,"La Montanita, La Montañita, Caquetá, Colombia"
Accidente por MAP,CAQUETA,MONTAÑITA,LA UNIÓN PENEYA,2002,10,Accidente,18410,18,,Rural,1,1.47888,-75.43724,"La Montanita, La Montañita, Caquetá, Colombia"
Accidente por MAP,CAQUETA,MONTAÑITA,LA UNIÓN PENEYA,2002,10,Accidente,18410,18,,Rural,1,1.47888,-75.43724,"La Montanita, La Montañita, Caquetá, Colombia"
Accidente por MAP,CAQUETA,MONTAÑITA,LA UNIÓN PENEYA,2004,3,Accidente,18410,18,,Rural,1,1.47888,-75.43724,"La Montanita, La Montañita, Caquetá, Colombia"
Accidente por MAP,CAQUETA,MONTAÑITA,LA MONTAÑITA,2002,2,Accidente,18410,18,,Rural,1,1.47888,-75.43724,"La Montanita, La Montañita, Caquetá, Colombia"
Accidente por MAP,NARIÑO,LA LLANADA,LA LLANADA,2006,10,Accidente,52385,52,,Rural,1,1.472852,-77.5798499,"La Llanada, La Llanada, Narino, Colombia"
Accidente por MAP,NARIÑO,LA LLANADA,LA LLANADA,2010,1,Accidente,52385,52,,Rural,1,1.472852,-77.5798499,"La Llanada, La Llanada, Narino, Colombia"
Accidente por MAP,CAQUETA,BELÉN DE LOS ANDAQUÍES,BELÉN DE LOS ANDAQUIES,2003,1,Accidente,18094,18,,Rural,1,1.420014,-75.872318,"Belén de Andaquies, Belén de Los Andaquíes, Caquetá, Colombia"
Accidente por MAP,CAQUETA,BELÉN DE LOS ANDAQUÍES,BELÉN DE LOS ANDAQUIES,2005,1,Accidente,18094,18,,Rural,1,1.420014,-75.872318,"Belén de Andaquies, Belén de Los Andaquíes, Caquetá, Colombia"
Accidente por MAP,CAQUETA,SAN JOSÉ DEL FRAGUA,SAN JOSÉ DEL FRAGUA,2007,7,Accidente,18610,18,,Rural,1,1.3313483,-75.9739003,"San José de la Fragua, San José Del Fragüa, Caquetá, Colombia"
Accidente por MAP,CAQUETA,SAN JOSÉ DEL FRAGUA,SAN JOSÉ DEL FRAGUA,2007,6,Accidente,18610,18,,Rural,1,1.3313483,-75.9739003,"San José de la Fragua, San José Del Fragüa, Caquetá, Colombia"
Accidente por MAP,CAQUETA,SAN JOSÉ DEL FRAGUA,SAN JOSÉ DEL FRAGUA,2004,6,Accidente,18610,18,,Rural,1,1.3313483,-75.9739003,"San José de la Fragua, San José Del Fragüa, Caquetá, Colombia"
Accidente por MAP,CAQUETA,SAN JOSÉ DEL FRAGUA,SAN JOSÉ DEL FRAGUA,2007,6,Accidente,18610,18,,Rural,1,1.3313483,-75.9739003,"San José de la Fragua, San José Del Fragüa, Caquetá, Colombia"
Accidente por MAP,GUAVIARE,MIRAFLORES,MIRAFLORES,2005,9,Accidente,95200,95,,Rural,1,1.44582,-72.06858,"Guaviare, Miraflores, Guaviare, Colombia"
Accidente por MAP,GUAVIARE,MIRAFLORES,MIRAFLORES,1996,6,Accidente,95200,95,,Rural,1,1.44582,-72.06858,"Guaviare, Miraflores, Guaviare, Colombia"
Accidente por MUSE,GUAVIARE,MIRAFLORES,MIRAFLORES,1998,11,Accidente,95200,95,,Urbana,1,1.44582,-72.06858,"Guaviare, Miraflores, Guaviare, Colombia"
Accidente por MAP,CAQUETA,CARTAGENA DEL CHAIRÁ,CARTAGENA DEL CHAIRÁ,2006,2,Accidente,18150,18,,Rural,1,1.3338448,-74.8434026,"Cartagena Del Chairá, Cartagena Del Chairá, Caquetá, Colombia"
Accidente por MAP,CAQUETA,CARTAGENA DEL CHAIRÁ,CARTAGENA DEL CHAIRÁ,2005,8,Accidente,18150,18,,Rural,1,1.3338448,-74.8434026,"Cartagena Del Chairá, Cartagena Del Chairá, Caquetá, Colombia"
Accidente por MAP,CAQUETA,CARTAGENA DEL CHAIRÁ,CARTAGENA DEL CHAIRÁ,1997,10,Accidente,18150,18,,Rural,1,1.3338448,-74.8434026,"Cartagena Del Chairá, Cartagena Del Chairá, Caquetá, Colombia"
Accidente por MAP,CAQUETA,CARTAGENA DEL CHAIRÁ,CARTAGENA DEL CHAIRÁ,2005,8,Accidente,18150,18,,Rural,1,1.3338448,-74.8434026,"Cartagena Del Chairá, Cartagena Del Chairá, Caquetá, Colombia"
Accidente por MAP,CAQUETA,CARTAGENA DEL CHAIRÁ,CARTAGENA DEL CHAIRÁ,2000,10,Accidente,18150,18,,Urbana,1,1.3338448,-74.8434026,"Cartagena Del Chairá, Cartagena Del Chairá, Caquetá, Colombia"
Accidente por MAP,CAQUETA,CARTAGENA DEL CHAIRÁ,CARTAGENA DEL CHAIRÁ,2004,11,Accidente,18150,18,,Rural,1,1.3338448,-74.8434026,"Cartagena Del Chairá, Cartagena Del Chairá, Caquetá, Colombia"
Accidente por MAP,CAQUETA,CARTAGENA DEL CHAIRÁ,CARTAGENA DEL CHAIRÁ,1996,6,Accidente,18150,18,,Rural,1,1.3338448,-74.8434026,"Cartagena Del Chairá, Cartagena Del Chairá, Caquetá, Colombia"
Accidente por MUSE,NARIÑO,LINARES,LINARES,1993,11,Accidente,52411,52,,Rural,1,1.350933,-77.52387,"Linares, Linares, Nariño, Colombia"
Accidente por MAP,NARIÑO,SAMANIEGO,SAMANIEGO,2006,5,Accidente,52678,52,,Rural,1,1.332614,-77.586155,"Samaniego, Samaniego, Narino, Colombia"
Accidente por MAP,NARIÑO,SAMANIEGO,SAMANIEGO,2008,2,Accidente,52678,52,,Rural,1,1.332614,-77.586155,"Samaniego, Samaniego, Narino, Colombia"
Accidente por MAP,NARIÑO,SAMANIEGO,SAMANIEGO,2005,12,Accidente,52678,52,,Rural,1,1.332614,-77.586155,"Samaniego, Samaniego, Narino, Colombia"
Accidente por MAP,NARIÑO,SAMANIEGO,SAMANIEGO,2006,10,Accidente,52678,52,,Rural,1,1.332614,-77.586155,"Samaniego, Samaniego, Narino, Colombia"
Accidente por MAP,NARIÑO,SAMANIEGO,SAMANIEGO,2007,8,Accidente,52678,52,,Rural,1,1.332614,-77.586155,"Samaniego, Samaniego, Narino, Colombia"
Accidente por MAP,NARIÑO,SAMANIEGO,SAMANIEGO,2007,4,Accidente,52678,52,,Rural,1,1.332614,-77.586155,"Samaniego, Samaniego, Narino, Colombia"
Accidente por MAP,NARIÑO,SAMANIEGO,SAMANIEGO,2007,3,Accidente,52678,52,,Rural,1,1.332614,-77.586155,"Samaniego, Samaniego, Narino, Colombia"
Accidente por MAP,NARIÑO,SAMANIEGO,SAMANIEGO,2007,8,Accidente,52678,52,,Rural,1,1.332614,-77.586155,"Samaniego, Samaniego, Narino, Colombia"
Accidente por MAP,NARIÑO,SAMANIEGO,SAMANIEGO,2006,1,Accidente,52678,52,,Rural,1,1.332614,-77.586155,"Samaniego, Samaniego, Narino, Colombia"
Accidente por MAP,NARIÑO,SAMANIEGO,SAMANIEGO,2006,3,Accidente,52678,52,,Rural,1,1.332614,-77.586155,"Samaniego, Samaniego, Narino, Colombia"
Accidente por MAP,NARIÑO,SAMANIEGO,SAMANIEGO,2007,2,Accidente,52678,52,,Rural,1,1.332614,-77.586155,"Samaniego, Samaniego, Narino, Colombia"
Accidente por MAP,NARIÑO,SAMANIEGO,SAMANIEGO,2007,4,Accidente,52678,52,,Rural,1,1.332614,-77.586155,"Samaniego, Samaniego, Narino, Colombia"
Accidente por MAP,NARIÑO,SAMANIEGO,SAMANIEGO,2007,6,Accidente,52678,52,,Rural,1,1.332614,-77.586155,"Samaniego, Samaniego, Narino, Colombia"
Accidente por MAP,NARIÑO,SAMANIEGO,SAMANIEGO,2006,9,Accidente,52678,52,,Rural,1,1.332614,-77.586155,"Samaniego, Samaniego, Narino, Colombia"
Accidente por MAP,NARIÑO,SAMANIEGO,SAMANIEGO,2006,4,Accidente,52678,52,,Rural,1,1.332614,-77.586155,"Samaniego, Samaniego, Narino, Colombia"
Accidente por MAP,NARIÑO,SAMANIEGO,SAMANIEGO,2006,9,Accidente,52678,52,,Rural,1,1.332614,-77.586155,"Samaniego, Samaniego, Narino, Colombia"
Accidente por MAP,NARIÑO,SAMANIEGO,SAMANIEGO,2007,6,Accidente,52678,52,,Rural,1,1.332614,-77.586155,"Samaniego, Samaniego, Narino, Colombia"
Accidente por MAP,NARIÑO,SAMANIEGO,SAMANIEGO,2006,11,Accidente,52678,52,,Rural,1,1.332614,-77.586155,"Samaniego, Samaniego, Narino, Colombia"
Accidente por MAP,NARIÑO,SAMANIEGO,SAMANIEGO,2008,4,Accidente,52678,52,,Rural,1,1.332614,-77.586155,"Samaniego, Samaniego, Narino, Colombia"
Accidente por MAP,NARIÑO,SAMANIEGO,SAMANIEGO,2006,9,Accidente,52678,52,,Rural,1,1.332614,-77.586155,"Samaniego, Samaniego, Narino, Colombia"
Accidente por MAP,NARIÑO,SAMANIEGO,SAMANIEGO,2007,3,Accidente,52678,52,,Rural,1,1.332614,-77.586155,"Samaniego, Samaniego, Narino, Colombia"
Accidente por MAP,NARIÑO,SAMANIEGO,SAMANIEGO,2008,1,Accidente,52678,52,,Rural,1,1.332614,-77.586155,"Samaniego, Samaniego, Narino, Colombia"
Accidente por MAP,NARIÑO,SAMANIEGO,SAMANIEGO,2008,1,Accidente,52678,52,,Rural,1,1.332614,-77.586155,"Samaniego, Samaniego, Narino, Colombia"
Accidente por MAP,NARIÑO,SAMANIEGO,SAMANIEGO,2008,2,Accidente,52678,52,,Rural,1,1.332614,-77.586155,"Samaniego, Samaniego, Narino, Colombia"
Accidente por MAP,NARIÑO,SAMANIEGO,SAMANIEGO,2008,2,Accidente,52678,52,,Rural,1,1.332614,-77.586155,"Samaniego, Samaniego, Narino, Colombia"
Accidente por MAP,CAQUETA,MILÁN,MILÁN,2004,10,Accidente,18460,18,,Rural,1,1.290718,-75.507539,"Milán, Milán, Caquetá, Colombia"
Accidente por MAP,CAQUETA,MILÁN,MILÁN,2004,2,Accidente,18460,18,,Rural,1,1.290718,-75.507539,"Milán, Milán, Caquetá, Colombia"
Accidente por MAP,CAQUETA,MILÁN,MILÁN,2002,5,Accidente,18460,18,,Rural,1,1.290718,-75.507539,"Milán, Milán, Caquetá, Colombia"
Accidente por MAP,CAQUETA,MILÁN,MILÁN,2003,9,Accidente,18460,18,,Rural,1,1.290718,-75.507539,"Milán, Milán, Caquetá, Colombia"
Accidente por MAP,CAQUETA,MILÁN,MILÁN,2003,6,Accidente,18460,18,,Rural,1,1.290718,-75.507539,"Milán, Milán, Caquetá, Colombia"
Accidente por MAP,CAQUETA,MILÁN,MILÁN,2005,6,Accidente,18460,18,,Rural,1,1.290718,-75.507539,"Milán, Milán, Caquetá, Colombia"
Accidente por MUSE,CAQUETA,MILÁN,MILÁN,2006,3,Accidente,18460,18,,Rural,1,1.290718,-75.507539,"Milán, Milán, Caquetá, Colombia"
Accidente por MAP,CAQUETA,MILÁN,MILÁN,2002,3,Accidente,18460,18,,Rural,1,1.290718,-75.507539,"Milán, Milán, Caquetá, Colombia"
Accidente por MAP,VAUPES,MITÚ,MITÚ,2003,7,Accidente,97001,97,,Rural,1,1.2521739,-70.233618,"Mitú, Mitú, Vaupés, Colombia"
Accidente por MAP,VAUPES,MITÚ,MITÚ,2004,6,Accidente,97001,97,,Rural,1,1.2521739,-70.233618,"Mitú, Mitú, Vaupés, Colombia"
Accidente por MUSE,VAUPES,MITÚ,MITÚ,2005,10,Accidente,97001,97,,Rural,1,1.2521739,-70.233618,"Mitú, Mitú, Vaupés, Colombia"
Accidente por MAP,VAUPES,MITÚ,MITÚ,2002,8,Accidente,97001,97,,Rural,1,1.2521739,-70.233618,"Mitú, Mitú, Vaupés, Colombia"
Accidente por MAP,VAUPES,MITÚ,MITÚ,2000,4,Accidente,97001,97,,Rural,1,1.2521739,-70.233618,"Mitú, Mitú, Vaupés, Colombia"
Accidente por MAP,VAUPES,MITÚ,MITÚ,2004,3,Accidente,97001,97,,Rural,1,1.2521739,-70.233618,"Mitú, Mitú, Vaupés, Colombia"
Accidente por MAP,VAUPES,MITÚ,MITÚ,2002,10,Accidente,97001,97,,Rural,1,1.2521739,-70.233618,"Mitú, Mitú, Vaupés, Colombia"
Accidente por MAP,VAUPES,MITÚ,MITÚ,2003,6,Accidente,97001,97,,Rural,1,1.2521739,-70.233618,"Mitú, Mitú, Vaupés, Colombia"
Accidente por MAP,VAUPES,MITÚ,MITÚ,2002,11,Accidente,97001,97,,Rural,1,1.2521739,-70.233618,"Mitú, Mitú, Vaupés, Colombia"
Accidente por MAP,VAUPES,MITÚ,MITÚ,2003,12,Accidente,97001,97,,Urbana,1,1.2521739,-70.233618,"Mitú, Mitú, Vaupés, Colombia"
Accidente por MAP,NARIÑO,SANTA CRUZ,GUACHAVES,2007,2,Accidente,52699,52,,Rural,1,1.51723,-77.25114,"Santacruz, San Lorenzo, Nariño, Colombia"
Accidente por MAP,NARIÑO,SANTA CRUZ,GUACHAVES,2008,3,Accidente,52699,52,,Rural,1,1.51723,-77.25114,"Santacruz, San Lorenzo, Nariño, Colombia"
Accidente por MAP,NARIÑO,SANTA CRUZ,GUACHAVES,2008,3,Accidente,52699,52,,Rural,1,1.51723,-77.25114,"Santacruz, San Lorenzo, Nariño, Colombia"
Accidente por MAP,NARIÑO,SANTA CRUZ,GUACHAVES,2008,4,Accidente,52699,52,,Rural,1,1.51723,-77.25114,"Santacruz, San Lorenzo, Nariño, Colombia"
Accidente por MAP,CAQUETA,VALPARAÍSO,VALPARAÍSO,2004,10,Accidente,18860,18,,Rural,1,1.1951639,-75.705324,"Valparaíso, Valparaíso, Caquetá, Colombia"
Accidente por MAP,CAQUETA,VALPARAÍSO,VALPARAÍSO,2001,9,Accidente,18860,18,,Rural,1,1.1951639,-75.705324,"Valparaíso, Valparaíso, Caquetá, Colombia"
Accidente por MAP,CAQUETA,VALPARAÍSO,VALPARAÍSO,2003,2,Accidente,18860,18,,Rural,1,1.1951639,-75.705324,"Valparaíso, Valparaíso, Caquetá, Colombia"
Accidente por MAP,CAQUETA,VALPARAÍSO,VALPARAÍSO,2002,12,Accidente,18860,18,,Rural,1,1.1951639,-75.705324,"Valparaíso, Valparaíso, Caquetá, Colombia"
Accidente por MAP,CAQUETA,VALPARAÍSO,VALPARAÍSO,2006,2,Accidente,18860,18,,Rural,1,1.1951639,-75.705324,"Valparaíso, Valparaíso, Caquetá, Colombia"
Accidente por MAP,PUTUMAYO,MOCOA,MOCOA,2004,9,Accidente,86001,86,,Rural,1,1.15234,-76.651055,"Mocoa, Mocoa, Putumayo, Colombia"
Accidente por MAP,PUTUMAYO,MOCOA,MOCOA,2006,9,Accidente,86001,86,,Rural,1,1.15234,-76.651055,"Mocoa, Mocoa, Putumayo, Colombia"
Accidente por MAP,PUTUMAYO,MOCOA,MOCOA,2006,2,Accidente,86001,86,,Rural,1,1.15234,-76.651055,"Mocoa, Mocoa, Putumayo, Colombia"
Accidente por MAP,PUTUMAYO,MOCOA,MOCOA,2003,10,Accidente,86001,86,,Rural,1,1.15234,-76.651055,"Mocoa, Mocoa, Putumayo, Colombia"
Accidente por MAP,PUTUMAYO,SANTIAGO,SANTIAGO,1992,11,Accidente,86760,86,,Rural,1,1.147148,-77.002405,"Santiago, Putumayo, Colombia"
Accidente por MAP,NARIÑO,RICAURTE,RICAURTE,2007,4,Accidente,52612,52,,Rural,1,1.213605,-77.996673,"Ricaurte, Ricaurte, Narino, Colombia"
Accidente por MAP,NARIÑO,RICAURTE,RICAURTE,2007,4,Accidente,52612,52,,Rural,1,1.213605,-77.996673,"Ricaurte, Ricaurte, Narino, Colombia"
Accidente por MAP,NARIÑO,RICAURTE,RICAURTE,2007,8,Accidente,52612,52,,Rural,1,1.213605,-77.996673,"Ricaurte, Ricaurte, Narino, Colombia"
Accidente por MAP,NARIÑO,RICAURTE,RICAURTE,2007,1,Accidente,52612,52,,Rural,1,1.213605,-77.996673,"Ricaurte, Ricaurte, Narino, Colombia"
Accidente por MAP,NARIÑO,RICAURTE,RICAURTE,2006,12,Accidente,52612,52,,Rural,1,1.213605,-77.996673,"Ricaurte, Ricaurte, Narino, Colombia"
Accidente por MAP,NARIÑO,RICAURTE,RICAURTE,2007,8,Accidente,52612,52,,Rural,1,1.213605,-77.996673,"Ricaurte, Ricaurte, Narino, Colombia"
Accidente por MAP,NARIÑO,RICAURTE,RICAURTE,2007,6,Accidente,52612,52,,Rural,1,1.213605,-77.996673,"Ricaurte, Ricaurte, Narino, Colombia"
Accidente por MAP,NARIÑO,RICAURTE,RICAURTE,2007,1,Accidente,52612,52,,Rural,1,1.213605,-77.996673,"Ricaurte, Ricaurte, Narino, Colombia"
Accidente por MAP,NARIÑO,RICAURTE,RICAURTE,2007,8,Accidente,52612,52,,Rural,1,1.213605,-77.996673,"Ricaurte, Ricaurte, Narino, Colombia"
Accidente por MAP,NARIÑO,RICAURTE,RICAURTE,2007,7,Accidente,52612,52,,Rural,1,1.213605,-77.996673,"Ricaurte, Ricaurte, Narino, Colombia"
Accidente por MAP,NARIÑO,RICAURTE,RICAURTE,2007,7,Accidente,52612,52,,Rural,1,1.213605,-77.996673,"Ricaurte, Ricaurte, Narino, Colombia"
Accidente por MAP,NARIÑO,RICAURTE,RICAURTE,2008,5,Accidente,52612,52,,Rural,1,1.213605,-77.996673,"Ricaurte, Ricaurte, Narino, Colombia"
Accidente por MAP,NARIÑO,MALLAMA,PIEDRANCHA,2006,7,Accidente,52435,52,,Rural,1,1.1475553,-77.8824596,"Mallama, Narino, Colombia"
Accidente por MAP,NARIÑO,MALLAMA,PIEDRANCHA,2006,6,Accidente,52435,52,,Rural,1,1.1475553,-77.8824596,"Mallama, Narino, Colombia"
Accidente por MAP,NARIÑO,TÚQUERRES,TÚQUERRES,2006,4,Accidente,52838,52,,Rural,1,1.085739,-77.618641,"Túquerres, Túquerres, Narino, Colombia"
Accidente por MAP,CAQUETA,CURILLO,CURILLO,2005,7,Accidente,18205,18,,Rural,1,1.033817,-75.920771,"Curillo, Curillo, Caquetá, Colombia"
Accidente por MAP,CAQUETA,CURILLO,CURILLO,2003,4,Accidente,18205,18,,Rural,1,1.033817,-75.920771,"Curillo, Curillo, Caquetá, Colombia"
Accidente por MAP,PUTUMAYO,VILLAGARZÓN,VILLAGARZÓN,2005,7,Accidente,86885,86,,Rural,1,1.028507,-76.617431,"Villagarzón, Villagarzón, Putumayo, Colombia"
Accidente por MAP,PUTUMAYO,VILLAGARZÓN,VILLAGARZÓN,2003,3,Accidente,86885,86,,Rural,1,1.028507,-76.617431,"Villagarzón, Villagarzón, Putumayo, Colombia"
Accidente por MAP,PUTUMAYO,VILLAGARZÓN,VILLAGARZÓN,2003,11,Accidente,86885,86,,Rural,1,1.028507,-76.617431,"Villagarzón, Villagarzón, Putumayo, Colombia"
Accidente por MAP,PUTUMAYO,VILLAGARZÓN,VILLAGARZÓN,2003,2,Accidente,86885,86,,Rural,1,1.028507,-76.617431,"Villagarzón, Villagarzón, Putumayo, Colombia"
Accidente por MAP,VAUPES,CARURÚ,CARURÚ,2004,9,Accidente,97161,97,,Rural,1,1.012148,-71.2958699,"Caruru, Carurú, Vaupes, Colombia"
Accidente por MAP,VAUPES,CARURÚ,CARURÚ,2005,2,Accidente,97161,97,,Rural,1,1.012148,-71.2958699,"Caruru, Carurú, Vaupes, Colombia"
Accidente por MAP,VAUPES,CARURÚ,CARURÚ,2006,5,Accidente,97161,97,,Rural,1,1.012148,-71.2958699,"Caruru, Carurú, Vaupes, Colombia"
Accidente por MAP,PUTUMAYO,PUERTO GUZMÁN,PUERTO GUZMÁN,2003,5,Accidente,86571,86,,Rural,1,0.96377,-76.407981,"Puerto Guzmán, Puerto Guzmán, Putumayo, Colombia"
Accidente por MAP,PUTUMAYO,PUERTO GUZMÁN,PUERTO GUZMÁN,2003,4,Accidente,86571,86,,Rural,1,0.96377,-76.407981,"Puerto Guzmán, Puerto Guzmán, Putumayo, Colombia"
Accidente por MAP,PUTUMAYO,PUERTO GUZMÁN,PUERTO GUZMÁN,2007,10,Accidente,86571,86,,Rural,1,0.96377,-76.407981,"Puerto Guzmán, Puerto Guzmán, Putumayo, Colombia"
Accidente por MAP,PUTUMAYO,PUERTO GUZMÁN,PUERTO GUZMÁN,2003,6,Accidente,86571,86,,Urbana,1,0.96377,-76.407981,"Puerto Guzmán, Puerto Guzmán, Putumayo, Colombia"
Accidente por MAP,PUTUMAYO,PUERTO GUZMÁN,PUERTO GUZMÁN,2006,7,Accidente,86571,86,,Rural,1,0.96377,-76.407981,"Puerto Guzmán, Puerto Guzmán, Putumayo, Colombia"
Accidente por MAP,PUTUMAYO,PUERTO GUZMÁN,PUERTO GUZMÁN,2002,12,Accidente,86571,86,,Rural,1,0.96377,-76.407981,"Puerto Guzmán, Puerto Guzmán, Putumayo, Colombia"
Accidente por MAP,PUTUMAYO,PUERTO GUZMÁN,PUERTO GUZMÁN,2002,9,Accidente,86571,86,,Rural,1,0.96377,-76.407981,"Puerto Guzmán, Puerto Guzmán, Putumayo, Colombia"
Accidente por MAP,PUTUMAYO,PUERTO GUZMÁN,PUERTO GUZMÁN,2008,5,Accidente,86571,86,,Rural,1,0.96377,-76.407981,"Puerto Guzmán, Puerto Guzmán, Putumayo, Colombia"
Accidente por MAP,NARIÑO,CUMBAL,CUMBAL,2003,12,Accidente,52227,52,,Rural,1,0.904589,-77.791184,"Cumbal, Cumbal, Narino, Colombia"
Accidente por MAP,NARIÑO,CUMBAL,CUMBAL,2007,4,Accidente,52227,52,,Rural,1,0.904589,-77.791184,"Cumbal, Cumbal, Narino, Colombia"
Accidente por MUSE,NARIÑO,CUMBAL,CUMBAL,2002,8,Accidente,52227,52,,Urbana,1,0.904589,-77.791184,"Cumbal, Cumbal, Narino, Colombia"
Accidente por MAP,NARIÑO,CUMBAL,CUMBAL,2007,8,Accidente,52227,52,,Rural,1,0.904589,-77.791184,"Cumbal, Cumbal, Narino, Colombia"
Accidente por MAP,NARIÑO,CUMBAL,CUMBAL,2006,9,Accidente,52227,52,,Rural,1,0.904589,-77.791184,"Cumbal, Cumbal, Narino, Colombia"
Accidente por MAP,NARIÑO,PUERRES,PUERRES,2001,12,Accidente,52573,52,,Rural,1,0.884723,-77.505809,"Puerres, Puerres, Narino, Colombia"
Accidente por MUSE,NARIÑO,PUERRES,PUERRES,1994,1,Accidente,52573,52,,Urbana,1,0.884723,-77.505809,"Puerres, Puerres, Narino, Colombia"
Accidente por MAP,CAQUETA,SOLITA,SOLITA,2003,8,Accidente,18785,18,,Rural,1,0.88022,-75.62059,"Solita, Solita, Caquetá, Colombia"
Accidente por MAP,CAQUETA,SOLITA,SOLITA,2006,3,Accidente,18785,18,,Rural,1,0.88022,-75.62059,"Solita, Solita, Caquetá, Colombia"
Accidente por MAP,NARIÑO,IPIALES,IPIALES,2005,11,Accidente,52356,52,,Rural,1,0.825542,-77.639504,"Ipiales, Ipiales, Narino, Colombia"
Accidente por MAP,NARIÑO,IPIALES,IPIALES,2004,2,Accidente,52356,52,,Rural,1,0.825542,-77.639504,"Ipiales, Ipiales, Narino, Colombia"
Accidente por MAP,PUTUMAYO,PUERTO CAICEDO,PUERTO CAICEDO,2003,6,Accidente,86569,86,,Rural,1,0.684374,-76.604072,"Puerto Caicedo, Puerto Caicedo, Putumayo, Colombia"
Accidente por MAP,PUTUMAYO,PUERTO CAICEDO,PUERTO CAICEDO,2004,10,Accidente,86569,86,,Rural,1,0.684374,-76.604072,"Puerto Caicedo, Puerto Caicedo, Putumayo, Colombia"
Accidente por MAP,PUTUMAYO,PUERTO CAICEDO,PUERTO CAICEDO,2001,11,Accidente,86569,86,,Rural,1,0.684374,-76.604072,"Puerto Caicedo, Puerto Caicedo, Putumayo, Colombia"
