Event Date,Number of Victims,State,City,Location,Authorship,Source,Lat,Lon,Address
1998-07-22,4,Norte de Santander,Ocaña,,Fuerza Pública-Ejército Nacional,Noche y Niebla # 39 Actualizaciones Pág. 225,8.25205,-73.3532199,"Ocaña, Ocaña, North Santander, Colombia"
1998-11-09,5,Norte de Santander,Ocaña,Sitio El Chamizo,Grupos Paramilitares,Noche y Niebla # 10 Pp. 66 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Colombia Nunca Más. Crímenes de Lesa Humanidad Zona 5 Norte de Santander,8.25205,-73.3532199,"Ocaña, Ocaña, North Santander, Colombia"
2001-09-05,4,Norte de Santander,Ocaña,Zona Rural,Grupo Armado No Identificado,Noche y Niebla # 21 Pp. 163,8.25205,-73.3532199,"Ocaña, Ocaña, North Santander, Colombia"
2006-06-14,11,Nariño,Olaya Herrera,Vereda Uvatá,Grupo Armado No Identificado,Noche y Niebla # 38 Actualizaciones Pp. 240,1.26669,-77.48331,"Olaya Herrera, Sandoná, Nariño, Colombia"
1999-06-19,4,Putumayo,Orito,Vereda El Playon,Grupos Paramilitares,Noche y Niebla # 12 Pp. 113-114 Defensoría del Pueblo. Masacres ocurridas en Colombia 1999 Luz para la Vida,0.67688,-76.880163,"Orito, Orito, Putumayo, Colombia"
2003-10-22,8,Putumayo,Orito,Vereda Brisas del Quebradón,Grupo Armado No Identificado,Noche y Niebla # 28 Pp. 196,0.67688,-76.880163,"Orito, Orito, Putumayo, Colombia"
1999-07-01,4,Tolima,Ortega,Vereda Balsillas,Grupo Armado No Identificado,Defensoría del Pueblo. Masacres ocurridas en Colombia 1999 Luz para la Vida Pp. 143,3.935841,-75.220606,"Ortega, Ortega, Tolima, Colombia"
1983-04-05,4,Boyacá,Otanche,Vereda Palenque,Guerrilla-FARC ,"Enterrar y Callar Pp. 99 EL TIEMPO, 6 de abril de 1983, p. 13D",5.658514,-74.181142,"Otanche, Otanche, Boyacá, Colombia"
1983-06-18,6,Boyacá,Otanche,IP Pizarra,Guerrilla-FARC ,"Enterrar y Callar Pp. 99 EL TIEMPO, 19 de junio de 1983, p. 1A y 2A; EL ESPECTADOR, 20 de junio de 1983 p. 11A ",5.658514,-74.181142,"Otanche, Otanche, Boyacá, Colombia"
1988-07-04,11,Boyacá,Otanche,,Grupo Armado No Identificado,Boletín Justicia y Paz Vol. 1 No 3 Pp. 17,5.658514,-74.181142,"Otanche, Otanche, Boyacá, Colombia"
1991-01-27,4,Sucre,Ovejas,Caserío El Palmar-Vereda Miranda,Fuerza Pública-Ejército Nacional,Boletín Informativo Justicia y Paz Vol 4 No 1 Pp. 13 Enterrar y Callar Vol. 2 Pp. 201,9.5258559,-75.227529,"Ovejas, Ovejas, Sucre, Colombia"
1992-04-28,4,Sucre,Ovejas,Corregimiento El Floral,Grupos Paramilitares,Boletín Justicia y Paz Vol. 5 No 2 Pp.21 Enterrar y Callar Vol. 2 Pp. 202,9.5258559,-75.227529,"Ovejas, Ovejas, Sucre, Colombia"
1997-02-27,7,Sucre,Ovejas,"Corregimientos La Peña, Flor del Monte y San Rafael & Caserío El Palmar",Grupos Paramilitares,Noche y Niebla # 3 Pp. 36 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003,9.5258559,-75.227529,"Ovejas, Ovejas, Sucre, Colombia"
1997-09-06,6,Sucre,Ovejas,Corregimiento Pijiguay,Grupos Paramilitares,Noche y Niebla # 5 Versión Libre de Salvatore Mancuso 15 de Enero,9.5258559,-75.227529,"Ovejas, Ovejas, Sucre, Colombia"
2000-04-01,5,Sucre,Ovejas,Sitio La Coquera,Grupos Paramilitares,Noche y Niebla # 16 Pp. 49-50,9.5258559,-75.227529,"Ovejas, Ovejas, Sucre, Colombia"
2001-01-17,30,Sucre,Ovejas,Corregimiento Chengue,Grupos Paramilitares,"Noche y Niebla # 19 PP. 56-57 Comisión Interamericana de Derechos Humanos- Informe de Admisibilidad No 45 de 2007 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Versión Libre de Uber Enrique banquez, alias ""Juancho Dique"". Barranquilla, 17 de Diciembre de 2007",9.5258559,-75.227529,"Ovejas, Ovejas, Sucre, Colombia"
2002-07-30,5,Sucre,Ovejas,Sitio Platanalcito,Fuerza Pública-Ejército Nacional/Policía Nacional,Noche y Niebla # 25 Pp. 38-39,9.5258559,-75.227529,"Ovejas, Ovejas, Sucre, Colombia"
2005-09-29,4,Sucre,Ovejas,Corregimiento Don Gabriel-Vereda Buenos Aires,Grupo Armado No Identificado,Noche y Niebla # 32 Pp. 123-124,9.5258559,-75.227529,"Ovejas, Ovejas, Sucre, Colombia"
1985-10-05,4,Cauca,Paez,Corregimiento Vitonco,Guerrilla-FARC ,"Enterrar y Callar Pp. 117 EL TIEMPO, 7 de octubre de 1985, p. 3A",2.7347215,-76.0391909,"Paez, Cauca Department, Colombia"
1988-10-06,4,Cauca,Paez,Corregimiento Araujo,Guerrilla-Quintin Lame ,Boletín Justicia y Paz Vol. 1 No 4 Pp. 24 Enterrar y Callar Vol. 2 Pp. 117,2.7347215,-76.0391909,"Paez, Cauca Department, Colombia"
1990-09-11,7,Cundinamarca,Paime,IPD Cuatro Caminos-Vereda Taotao,Grupos Paramilitares,Boletín Justicia y Paz Vol 3 No 3 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 56 Enterrar y Callar Vol. 2 Pp. 147,5.370625,-74.152796,"Paime, Paime, Cundinamarca, Colombia"
1985-10-12,4,Huila,Palestina,Vereda Tabor,Guerrilla-ELN ,"Enterrar y Callar Pp. 157 EL TIEMPO, 13 de octubre de 1985, p. 1A, 3A",1.724027,-76.132809,"Palestina, Palestina, Huila, Colombia"
1999-12-26,4,Caldas,Palestina,Cabecera Municipal-Vereda La Muleta,Grupo Armado No Identificado,Defensoría del Pueblo. Masacres ocurridas en Colombia 1999 Luz para la Vida Pp. 72,5.02022,-75.62281,"PALESTINA, Palestina, Caldas, Colombia"
2000-09-11,5,Huila,Palestina,Sitio Puerto Carmelo,Grupos Paramilitares,Noche y Niebla # 17 Pp. 200,1.724027,-76.132809,"Palestina, Palestina, Huila, Colombia"
1991-06-26,5,Valle del Cauca,Palmira,Corregimiento Palma Seca,Grupos Paramilitares,Boletín Justicia y Paz Vol. 4 No 2 Pp. 93 Enterrar y Callar Vol. 2 Pp. 216,3.5379718,-76.2971657,"Palmira, Palmira, Valle del Cauca, Colombia"
1999-05-02,4,Valle del Cauca,Palmira,Cabecera Municipal,Grupo Armado No Identificado,Defensoría del Pueblo. Masacres ocurridas en Colombia 1999 Luz para la Vida Pp. 148,3.5379718,-76.2971657,"Palmira, Palmira, Valle del Cauca, Colombia"
2002-03-31,4,Valle del Cauca,Palmira,Vereda El Socorro,Grupos Paramilitares,Noche y Niebla # 23 Pp. 127 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003,3.5379718,-76.2971657,"Palmira, Palmira, Valle del Cauca, Colombia"
2002-09-15,4,Valle del Cauca,Palmira,Corregimiento Toche,Guerrilla-FARC ,Noche y Niebla # 25 Pp. 102,3.5379718,-76.2971657,"Palmira, Palmira, Valle del Cauca, Colombia"
1996-06-05,4,Sucre,Palmito,Comunidad El Martillo,Grupos Paramilitares,"Boletín Justicia y Paz Vol 9 No 2 Pp. 69 Caso Tipo Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Versión Libre Salvatore Mancuso. Medellin, 15 de Enero de 2007",9.333659,-75.540823,"Palmito, Palmito, Sucre, Colombia"
1990-05-22,4,Norte de Santander,Pamplonita,IPD El Diamante,Grupo Armado No Identificado,Boletín Justicia y Paz Vol 3 No 2 Pp. 54,7.437159,-72.638419,"Pamplonita, Pamplonita, Norte de Santander, Colombia"
1998-03-25,4,Cundinamarca,Paratebueno,Vereda Puerto Virginia,Grupos Paramilitares,En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 236-237,4.376587,-73.209608,"Paratebueno, Paratebueno, Cundinamarca, Colombia"
1988-12-20,8,Cauca,Patia (El Bordo),Vereda La Manguita,Grupo Armado No Identificado,Boletín Justicia y Paz Vol. 1 No 4 Pp. 80,2.1174766,-76.9830277,"El Bordo, Patía, Cauca, Colombia"
2003-08-13,5,Cauca,Patia (El Bordo),Corregimiento El Hoyo,Grupo Armado No Identificado,Noche y Niebla # 28 Pp. 95,2.1174766,-76.9830277,"El Bordo, Patía, Cauca, Colombia"
2009-03-01,6,Cauca,Patia (El Bordo),Vereda El Estanquillo,Grupo Armado No Identificado,Noche y Niebla # 39 Pág. 107,2.1174766,-76.9830277,"El Bordo, Patía, Cauca, Colombia"
2012-10-08,4,Cauca,Patia (El Bordo),,Fuerza Pública-Ejército Nacional, EL HERALDO OCTUBRE 09 DE 2012 P. 6C,2.1174766,-76.9830277,"El Bordo, Patía, Cauca, Colombia"
1985-11-02,4,Casanare,Paz de Ariporo,Cabecera Municipal,Guerrilla-FARC ,"Enterrar y Callar Pp. 110 EL TIEMPO, 3 de noviembre de 1985, p. 3A",5.880639,-71.892912,"Paz de Ariporo, Paz de Ariporo, Casanare, Colombia"
1988-02-20,7,Casanare,Paz de Ariporo,Cabecera Municipal-Vereda Carrastol,Grupos Paramilitares,Boletín Justicia y Paz Vol. 1 No 1 Pp. 32 Enterrar y Callar Vol. 2 Pp. 110,5.880639,-71.892912,"Paz de Ariporo, Paz de Ariporo, Casanare, Colombia"
1991-10-11,4,Casanare,Paz de Ariporo,,Grupos Paramilitares,Boletín Justicia y Paz Vol. 4 No 4 Pp. 25 Caso Tipo Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003,5.880639,-71.892912,"Paz de Ariporo, Paz de Ariporo, Casanare, Colombia"
1999-05-23,8,Casanare,Paz de Ariporo,Cabecera Municipal,Grupos Paramilitares,Defensoría del Pueblo. Masacres ocurridas en Colombia 1999 Luz para la Vida Pp. 76,5.880639,-71.892912,"Paz de Ariporo, Paz de Ariporo, Casanare, Colombia"
1996-08-03,4,Cesar,Pelaya,Hacienda Bellacruz,Grupos Paramilitares,Colombia Nunca Más. Crímenes de Lesa Humanidad Zona 5 Sur de Cesar Pp. 106,8.688031,-73.666377,"Pelaya, Pelaya, Cesar, Colombia"
1997-02-10,4,Cesar,Pelaya,Vereda 6 de Mayo,Grupos Paramilitares,Noche y Niebla # 3 Pp.  34 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Colombia Nunca Más. Crímenes de Lesa Humanidad Zona 5 Sur de Cesar,8.688031,-73.666377,"Pelaya, Pelaya, Cesar, Colombia"
1999-09-21,7,Cesar,Pelaya,Vereda Meléndez,Grupos Paramilitares,Noche y Niebla # 13 Pp. 138 Unidad de Justicia y Paz. Masacres en el Cesar,8.688031,-73.666377,"Pelaya, Pelaya, Cesar, Colombia"
2000-03-23,5,Antioquia,Penol,Cabecera Municipal,Grupos Paramilitares,Noche y Niebla # 15 Pp. 175,6.2199662,-75.2435307,"El Peñol, Peñol, Antioquia, Colombia"
2001-01-05,14,Antioquia,Penol,Caserío Chiquinquirá y Vereda Mesetas,Grupos Paramilitares,Noche y Niebla # 19 Pp. 35,6.2199662,-75.2435307,"El Peñol, Peñol, Antioquia, Colombia"
2001-04-25,4,Antioquia,Penol,Cabecera Municipal,Grupos Paramilitares,Noche y Niebla # 20 Pp. 80 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 363,6.2199662,-75.2435307,"El Peñol, Peñol, Antioquia, Colombia"
2001-05-29,5,Antioquia,Penol,Vereda Las Palmitas,Grupos Paramilitares,Noche y Niebla # 20 Pp. 153 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 367,6.2199662,-75.2435307,"El Peñol, Peñol, Antioquia, Colombia"
2002-10-09,4,Antioquia,Penol,Vereda El Chilco,Grupos Paramilitares,Noche y Niebla # 26 Pp. 11 En Deuda con la Humanidad. Paramilitarisno de Estado en Colombia 1988-2003,6.2199662,-75.2435307,"El Peñol, Peñol, Antioquia, Colombia"
2002-03-31,4,Caldas,Pensilvania,Corregimiento San Daniel-Vereda El Naranjo,Grupos Paramilitares,Noche y Niebla # 23 Pp. 127,5.38211,-75.161426,"Pensilvania, Pensilvania, Caldas, Colombia"
2005-05-20,4,Caldas,Pensilvania,Vereda La Soledad,Grupos Paramilitares,Noche y Niebla # 31 Pp. 209,5.38211,-75.161426,"Pensilvania, Pensilvania, Caldas, Colombia"
1997-12-06,6,Antioquia,Peque,Cabecera Municipal,Grupos Paramilitares,Noche y Niebla # 6 Pp. 124 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003,7.021535,-75.908107,"Peque, Peque, Antioquia, Colombia"
2000-12-06,8,Antioquia,Peque,"Veredas Montarrón, La Guadua y El Caliche",Grupos Paramilitares,Noche y Niebla # 18 Pp. 183 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003,7.021535,-75.908107,"Peque, Peque, Antioquia, Colombia"
2001-07-04,10,Antioquia,Peque,Zona Rural,Grupos Paramilitares,Noche y Niebla # 21 Pp. 29-30 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 369-370,7.021535,-75.908107,"Peque, Peque, Antioquia, Colombia"
1993-06-10,4,Risaralda,Pereira,Corregimimiento La Florida,Grupo Armado No Identificado,Boletín Informativo Justicia y Paz Vol. 6 No 2 Pp. 89,4.8087174,-75.690601,"Pereira, Pereira, Risaralda, Colombia"
1991-11-25,4,Boyacá,Pesca,Sitio Lavacruz,Grupo Armado No Identificado,Boletín Justicia y Paz Vol. 4 No 4 Pp. 63,5.558883,-73.050631,"Pesca, Pesca, Boyacá, Colombia"
2001-10-11,8,Cauca,Piamonte,Veredas Miraflores y La Pradera,Grupos Paramilitares,Noche y Niebla # 22 Pp. 14 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003,1.06529,-76.19731,"Piamonte, Piamonte, Cauca, Colombia"
2004-08-31,5,Cauca,Piamonte,Vereda Miraflores,Grupo Armado No Identificado,Noche y Niebla # 30 Pp. 134,1.06529,-76.19731,"Piamonte, Piamonte, Cauca, Colombia"
2000-11-05,5,Quindio,Pijao,Cabecera Municipal,Guerrilla-FARC ,Noche y Niebla # 18 Pp. 127-128,4.336584,-75.702412,"Pijao, Pijao, Quindio, Colombia"
1990-09-08,4,Bolívar,Pinillos,IPD Santa Coa,Fuerza Pública-Ejército Nacional,Boletín Justicia y Paz Vol 3 No 3 Pp. 70,8.9245,-74.47033,"Pinillos, Pinillos, Bolivar, Colombia"
1984-09-01,4,Huila,Pitalito,Caserío Bruselas,Guerrilla-ELN ,"Enterrar y Callar Pp. 157 EL TIEMPO, 1 de septiembre de 1984, p. 1A y 13A",1.85298,-76.048869,"Pitalito, Pitalito, Huila, Colombia"
2005-08-04,4,Huila,Pitalito,Caserío La Laguna-Vereda Los Arrayanes,Grupos Paramilitares,Noche y Niebla # 32 Pp. 75-76,1.85298,-76.048869,"Pitalito, Pitalito, Huila, Colombia"
2007-03-05,5,Huila,Pitalito,Vía a Mocoa,Fuerza Pública-Ejército Nacional,Noche y Niebla # 38 Actualizaciones Pág. 255,1.85298,-76.048869,"Pitalito, Pitalito, Huila, Colombia"
2008-07-12,4,Huila,Pitalito,Vereda El Naranjal,Fuerza Pública-Ejército Nacional,Noche y Niebla # 38 Pág. 86,1.85298,-76.048869,"Pitalito, Pitalito, Huila, Colombia"
1996-09-01,7,Magdalena,Pivijay,Cabecera Municipal,Grupos Paramilitares,"Noche y Niebla # 1 Pp. 47 Caso Tipo Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Versión Libre Rodrigo Tovar Pupo, alias ""Jorge 40"". Barranquilla, 9 de Julio de 2007 Unidad de Justicia y Paz. Masacres en Magdalena",10.461181,-74.614654,"Pivijay, Pivijay, Magdalena, Colombia"
1996-12-11,4,Magdalena,Pivijay,Corregimiento Media Luna,Grupos Paramilitares,"Noche y Niebla # 2 Pp. 111 Caso Tipo deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Versión Libre Rodrigo Tovar Pupo, alias ""Jorge 40"". Barranquilla, 7 de Julio de 2007 Unidad de Justicia y Paz. Masacres en Magdalena",10.461181,-74.614654,"Pivijay, Pivijay, Magdalena, Colombia"
1998-12-14,6,Magdalena,Pivijay,Corregimiento Monterrubio,Grupos Paramilitares,Unidad de Justicia y Paz. Masacres en Magdalena,10.461181,-74.614654,"Pivijay, Pivijay, Magdalena, Colombia"
1989-02-04,4,Tolima,Planadas,Corregimiento Gaitania,Guerrilla-FARC ,Boletín Justicia y Paz Vol. 2 No 1 Pp. 46 Enterrar y Callar Vol. 2 Pp. 204,3.197241,-75.643817,"Planadas, Planadas, Tolima, Colombia"
2009-04-15,4,Tolima,Planadas,Corregimiento Gaitania,Guerrilla-FARC ,Noche y Niebla # 39 Pág. 154-155,3.197241,-75.643817,"Planadas, Planadas, Tolima, Colombia"
1992-04-14,4,Magdalena,Plato,Sitio Punta Gallina,Fuerza Pública-Policía Nacional,Boletín Justicia y Paz Vol. 5 No 2 Pp.18,9.791337,-74.7975249,"Plato, Plato, Magdalena, Colombia"
2010-03-28,10,Nariño,Policarpa,Zona Rural,Grupos Paramilitares,Noche y Niebla # 41 Pp. 105,1.628978,-77.4603659,"Policarpa Salavarrieta, Policarpa, Narino, Colombia"
1994-03-03,5,Atlántico,Ponedera,Finca Loma Arena,Grupos Paramilitares,Boletin Justicia y Paz Vol 7 No 1 Pp. 87 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003,10.641772,-74.753281,"Ponedera, Ponedera, Atlantico, Colombia"
1986-04-11,4,Cauca,Popayan,Sector La Chorrera,Guerrilla-Quintin Lame ,"Enterrar y Callar Pp. 117 EL TIEMPO, 11 de abril de 1986, p. 1A, 3A
EL TIEMPO, 12 de abril de 1986, p. 2A",2.4448143,-76.6147395,"Popayán, Popayán, Cauca Department, Colombia"
2002-01-22,4,Cauca,Popayan,Cabecera Municipal,Grupos Paramilitares,Noche y Niebla # 23 Pp. 30,2.4448143,-76.6147395,"Popayán, Popayán, Cauca Department, Colombia"
2007-06-26,4,Cauca,Popayan,Sitio La Playa,Fuerza Pública-Ejército Nacional,Noche y Niebla # 35 Pp. 306,2.4448143,-76.6147395,"Popayán, Popayán, Cauca Department, Colombia"
1997-01-05,6,Casanare,Pore,Cabecera Municipal y Zona Rural,Grupos Paramilitares,Noche y Niebla # 3 Pp. 23-24 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003,5.7265629,-71.993941,"Pore, Pore, Casanare, Colombia"
2007-03-23,4,Valle del Cauca,Pradera,Zona Rural,Fuerza Pública-Ejército Nacional,Noche y Niebla # 35 Pp. 237,3.418186,-76.242275,"Pradera, Pradera, Valle del Cauca, Colombia"
2011-10-17,4,Valle del Cauca,Pradera,Cabecera Municipal,Grupos Paramilitares,Banco de Datos de Derechos Humanos y Violencia Política CINEP,3.418186,-76.242275,"Pradera, Pradera, Valle del Cauca, Colombia"
1991-02-22,8,Tolima,Prado,Vereda Montoso,Grupos Paramilitares,Boletín Justicia y Paz Vol. 4 No 1 Pp. 47 Enterrar y Callar Vol. 2 Pp. 205,3.74973,-74.927732,"Prado, Prado, Tolima, Colombia"
2001-04-08,7,Tolima,Prado,Sitio La Y ,Guerrilla-FARC ,Noche y Niebla # 20 Pp. 54 ,3.74973,-74.927732,"Prado, Prado, Tolima, Colombia"
1999-12-12,9,Cesar,Pueblo Bello,Sitio Puente La Honda,Grupos Paramilitares,"Noche y Niebla # 14 Pp. 141 Versión Libre John Jairo esquivel Cuadrado, alias ""El Tigre"". Barranquilla, 10 de Diciembre de 2007 Unidad de Justicia y Paz. Masacres en el Cesar Defensoría del Pueblo. Masacres ocurridas en Colombia 1999 Luz para la Vida Pp. 89",10.420771,-73.580083,"Pueblo Bello, Pueblo Bello, Cesar, Colombia"
2002-08-06,5,Cesar,Pueblo Bello,Vereda Berlín,Grupo Armado No Identificado,Noche y Niebla # 25 Pp. 48,10.420771,-73.580083,"Pueblo Bello, Pueblo Bello, Cesar, Colombia"
1988-08-22,4,Córdoba,Pueblo Nuevo,,Grupo Armado No Identificado,Boletín Justicia y Paz Vol. 1 No 3 Pp. 48,8.50502,-75.507409,"Pueblo Nuevo, Pueblo Nuevo, Cordoba, Colombia"
1997-07-22,4,Risaralda,Pueblo Rico,Corregimiento Santa Cecilia,Grupos Paramilitares,Noche y Niebla # 5 Pp. 26 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003,5.222288,-76.0310499,"Pueblo Rico, Pueblo Rico, Risaralda, Colombia"
2003-03-26,5,Risaralda,Pueblo Rico,"Corregimiento Villa Claret-Veredas La Trinidad, El Rocio y Cuanza",Grupo Armado No Identificado,Noche y Niebla # 27 Pp. 148,5.222288,-76.0310499,"Pueblo Rico, Pueblo Rico, Risaralda, Colombia"
2000-02-11,7,Magdalena,Pueblo Viejo,Vereda Trojas de Cataca,Grupos Paramilitares,Noche y Niebla # 15 Pp. 16 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Unidad de Justicia y Paz. Masacres en Magdalena,10.992353,-74.284038,"Pueblo Viejo, Puebloviejo, Magdalena, Colombia"
2001-10-06,6,Magdalena,Pueblo Viejo,Corregimiento Tasajera-Caserío La Palmera,Grupos Paramilitares,Noche y Niebla # 22 Pp. 7 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 384 Unidad de Justicia y Paz. Masacres en Magdalena,10.992353,-74.284038,"Pueblo Viejo, Puebloviejo, Magdalena, Colombia"
2000-08-15,6,Antioquia,Pueblorrico,Finca La Tolda,Fuerza Pública-Ejército Nacional,Noche y Niebla # 17 Pp. 143,5.794161,-75.840589,"Pueblorrico, Pueblorrico, Antioquia, Colombia"
1991-02-07,11,Putumayo,Puerto Asis,Vereda Playa Rica,Grupos Paramilitares,Boletín Justicia y Paz Vol. 4 No 1 Pp. 51 Enterrar y Callar Vol. 2 Pp. 176,0.504929,-76.500191,"Puerto Asís, Puerto Asís, Putumayo, Colombia"
1999-05-09,6,Putumayo,Puerto Asis,Sitio El Águila,Grupo Armado No Identificado,Noche y Niebla # 12 Pp. 74 Defensoría del Pueblo. Masacres ocurridas en Colombia 1999 Luz para la Vida,0.504929,-76.500191,"Puerto Asís, Puerto Asís, Putumayo, Colombia"
2000-10-09,5,Putumayo,Puerto Asis,,Grupos Paramilitares,Noche y Niebla # 18 Pp. 79,0.504929,-76.500191,"Puerto Asís, Puerto Asís, Putumayo, Colombia"
2005-07-20,5,Putumayo,Puerto Asis,Sitio La Balastrera y Vereda La Cabaña,Grupos Paramilitares,Noche y Niebla # 32 Pp. 51,0.504929,-76.500191,"Puerto Asís, Puerto Asís, Putumayo, Colombia"
2005-07-27,6,Putumayo,Puerto Asis,Vereda El Sábalo,Grupos Paramilitares,Noche y Niebla # 32 Pp. 51,0.504929,-76.500191,"Puerto Asís, Puerto Asís, Putumayo, Colombia"
1982-10-11,4,Antioquia,Puerto Berrio,,Grupos Paramilitares,Colombia Nunca Más. Crímenes de Lesa Humanidad Zona 14 Pp. 300,6.477755,-74.4088,"Puerto Berrío, Puerto Berrío, Antioquia, Colombia"
1983-01-03,4,Antioquia,Puerto Berrio,,Grupos Paramilitares,Enterrar y Callar Pp. 70 Colombia Nunca Más. Crimenes de Lesa Humanidad Zona 14 Pp. 300,6.477755,-74.4088,"Puerto Berrío, Puerto Berrío, Antioquia, Colombia"
1983-03-17,4,Antioquia,Puerto Berrio,Hacienda La Sirena,Grupos Paramilitares,"Enterrar y Callar Pp. 70 EL TIEMPO, 18 de marzo de 1983, p. 9B",6.477755,-74.4088,"Puerto Berrío, Puerto Berrío, Antioquia, Colombia"
1983-05-18,5,Antioquia,Puerto Berrio,Corregimiento San Juan de Bedout-Vereda San Juan,Grupos Paramilitares,"Colombia Nunca Más. Crímenes de Lesa Humanidad Zona 14 Pp. 300 Enterrar y Callar Pp. 70 EL TIEMPO, 20 de mayo de 1983, p. 3A",6.477755,-74.4088,"Puerto Berrío, Puerto Berrío, Antioquia, Colombia"
1983-06-23,5,Antioquia,Puerto Berrio,Vereda La Torre,Grupos Paramilitares,Enterrar y Callar Pp. 71 CPDH,6.477755,-74.4088,"Puerto Berrío, Puerto Berrío, Antioquia, Colombia"
1983-08-08,5,Antioquia,Puerto Berrio,Corregimiento Puente Opón,Fuerza Pública-Policía Nacional,"Enterrar y Callar Pp. 71 EL TIEMPO, 8 de agosto de 1983, p. 3A",6.477755,-74.4088,"Puerto Berrío, Puerto Berrío, Antioquia, Colombia"
1984-06-23,5,Antioquia,Puerto Berrio,Sector La Culebra,Grupo Armado No Identificado,Enterrar y Callar Pp. 71 Colombia Nunca Más Crímenes de Lesa Humanidad Zona 14 Pp. 302,6.477755,-74.4088,"Puerto Berrío, Puerto Berrío, Antioquia, Colombia"
1997-11-08,4,Antioquia,Puerto Berrio,Vereda Minas del Vapor,Grupos Paramilitares,Noche y Niebla # 6 Pp. 33 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Colombia Nunca Más. Crímenes de Lesa Humanidad Zona 14 Pp. 306,6.477755,-74.4088,"Puerto Berrío, Puerto Berrío, Antioquia, Colombia"
1981-10-19,5,Boyacá,Puerto Boyaca,IPM Puerto Romero-Vereda Guanegro,Guerrilla-FARC ,Enterrar y Callar Pp. 101 El Tiempo. 20 de Octubre de 1981: 2A,5.977237,-74.593395,"Puerto Boyacá, Puerto Boyacá, Boyacá, Colombia"
1981-10-25,4,Boyacá,Puerto Boyaca,Vereda Puerto Guevara,Fuerza Pública-Ejército Nacional,Enterrar y Callar Pp. 101 CPDH,5.977237,-74.593395,"Puerto Boyacá, Puerto Boyacá, Boyacá, Colombia"
1982-06-14,14,Boyacá,Puerto Boyaca,,Grupos Paramilitares,Enterrar y Callar Pp. 101 Colombia Nunca Más. Crimenes de Lesa Humanidad Zona 14 Pp. 173,5.977237,-74.593395,"Puerto Boyacá, Puerto Boyacá, Boyacá, Colombia"
1982-06-15,9,Boyacá,Puerto Boyaca,IPM Puerto Romero-Vereda El Delirio,Grupos Paramilitares,Enterrar y Callar Pp. 101 Colombia Nunca Más. Crimenes de Lesa Humanidad Zona 14 Pp. 175-176,5.977237,-74.593395,"Puerto Boyacá, Puerto Boyacá, Boyacá, Colombia"
1983-06-17,6,Boyacá,Puerto Boyaca,IPM Marfil-Vereda La Pizarra,Grupos Paramilitares,Colombia Nunca Más. Crimenes de Lesa Humanidad Zona 14 Pp. 181,5.977237,-74.593395,"Puerto Boyacá, Puerto Boyacá, Boyacá, Colombia"
1983-10-02,6,Boyacá,Puerto Boyaca,IPM Puerto Romero-Vereda Guanegro,Grupos Paramilitares,Enterrar y Callar Pp. 102 Colombia Nunca Más. Crímenes de Lesa Humanidad zona 14 Pp. 182,5.977237,-74.593395,"Puerto Boyacá, Puerto Boyacá, Boyacá, Colombia"
1984-01-22,4,Boyacá,Puerto Boyaca,IPM Puerto Romero,Grupos Paramilitares,Enterrar y Callar Pp. 102 Colombia Nunca Más. Crímenes de Lesa Humanidad Zona 14 Pp. 183,5.977237,-74.593395,"Puerto Boyacá, Puerto Boyacá, Boyacá, Colombia"
1984-05-24,8,Boyacá,Puerto Boyaca,Caseríos Puerto Pineda y Puerto Guevara,Grupos Paramilitares,Enterrar y Callar Pp. 102 Colombia Nunca Más. Crímenes de Lesa Humanidad Zona 14 Pp. 185,5.977237,-74.593395,"Puerto Boyacá, Puerto Boyacá, Boyacá, Colombia"
