Event Date,Event Type,Day,Month,Year,State,City,Location,Property Type,Authorship 1,Authorship 2,Fatal Victims,Injured,Source,Lat,Lon,Address
2001-03-20,Sabotaje,20,3,2001,Antioquia,Remedios,Vereda Martaná,Infraestructura Energética,Guerrilla,Guerrilla-ELN,,, Noche y Niebla # 19 Pp. 183,7.07786,-74.70355,"Remedios, Segovia, Antioquia, Colombia"
2001-07-02,Sabotaje,2,7,2001,Antioquia,Remedios,Sitio Cerro Ventanas,Infraestructura Energética,Guerrilla,Guerrilla-ELN,,, Noche y Niebla # 21 Pp. 27,7.07786,-74.70355,"Remedios, Segovia, Antioquia, Colombia"
2001-07-07,Masacre,7,7,2001,Antioquia,Remedios,,Vivienda,Fuerza Pública-Grupos Paramilitares,Grupos Paramilitares-Ejército Nacional,,,Noche y Niebla # 21 Pp. 34-35 En Deuda con la Humanidad. Paramilitarismo de EsTadó en Colombia 1988-2003 Pp. 370,7.07786,-74.70355,"Remedios, Segovia, Antioquia, Colombia"
2004-06-21,Ataque a Propiedad,21,6,2004,Antioquia,Remedios,Vereda Puerto Nuevo Ité,Vivienda Urbana,Fuerza Pública,Ejército Nacional,,,Noche y Niebla # 29 Pp. 254,7.07786,-74.70355,"Remedios, Segovia, Antioquia, Colombia"
2008-01-28,Ataque a Propiedad,28,1,2008,Antioquia,Remedios,Vereda Puerto Nuevo,Propiedad Rural - Mercancia u objetos materiales,Fuerza Pública,Ejército Nacional,,, Noche y Niebla # 37 Pp. 72,7.07786,-74.70355,"Remedios, Segovia, Antioquia, Colombia"
1996-11-23,Quema de Vehículos,23,11,1996,Magdalena,Remolino,"Sitio ""El Salao""",Medios de Transporte,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 2. Pp. 133,10.701732,-74.7163829,"Remolino, Remolino, Magdalena, Colombia"
1998-03-08,Sabotaje,8,3,1998,Magdalena,Remolino,Corregimiento Santa Rita,Material Electoral,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 7 y 8. Pp. 65,10.701732,-74.7163829,"Remolino, Remolino, Magdalena, Colombia"
1998-03-08,Sabotaje,8,3,1998,Magdalena,Remolino,Corregimiento Martinete ,Material Electoral,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 7 y 8. Pp. 65,10.701732,-74.7163829,"Remolino, Remolino, Magdalena, Colombia"
1998-03-08,Sabotaje,8,3,1998,Magdalena,Remolino,Corregimiento San Rafael de Buenavista,Material Electoral,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 7 y 8. Pp. 65,10.701732,-74.7163829,"Remolino, Remolino, Magdalena, Colombia"
2002-01-15,Sabotaje,15,1,2002,Meta,Restrepo,,Infraestructura Eléctrica,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 23 Pp. 13,4.263082,-73.562567,"Restrepo, Restrepo, Meta, Colombia"
2002-01-21,Sabotaje,21,1,2002,Meta,Restrepo,Sitio La Reforma,Infraestructura Eléctrica,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 23 Pp. 29,4.263082,-73.562567,"Restrepo, Restrepo, Meta, Colombia"
1992-06-07,Sabotaje,7,6,1992,Nariño,Ricaurte,,Infraestructura Energética (Oleoductos),Guerrilla,Guerrilla-FARC,,,Justicia y Paz Vol 5 #2,1.213605,-77.996673,"Ricaurte, Ricaurte, Narino, Colombia"
1992-12-29,Sabotaje,29,12,1992,Nariño,Ricaurte,,Infraestructura Energética (Oleoductos),Grupo Armado No Identificado,Grupo Armado No Identificado, ,,Justicia y Paz Vol 5 #4,1.213605,-77.996673,"Ricaurte, Ricaurte, Narino, Colombia"
1993-06-27,Sabotaje,27,6,1993,Nariño,Ricaurte,IM Pialapi,Infraestructura Energética (Oleoducto),Guerrilla,Guerrilla No Identificada,,,"Boletin Informativo Justicia y Paz. Volumen 6, No 2. Abril  - Junio   1993. Pp 109",1.213605,-77.996673,"Ricaurte, Ricaurte, Narino, Colombia"
1998-03-08,Sabotaje,8,3,1998,Nariño,Ricaurte,,Material Electoral,Guerrilla,Guerrilla No Identificada,,,Noche y Niebla # 7 y 8. Pp. 61,1.213605,-77.996673,"Ricaurte, Ricaurte, Narino, Colombia"
2000-08-27,Sabotaje,27,8,2000,Nariño,Ricaurte,Sitio El Carrizal,Infraestructura Energética (Oleoducto),Guerrilla,Guerrilla-ELN, ,,Revista Noche y Niebla # 17 Agosto Pp. 163,1.213605,-77.996673,"Ricaurte, Ricaurte, Narino, Colombia"
2003-03-20,Acciones Bélicas,20,3,2003,Nariño,Ricaurte,Cabecera Municipal,Vivienda,Guerrilla,Guerrilla-FARC y ELN,,,Banco de Datos de Derechos Humanos y Violencia Política,1.213605,-77.996673,"Ricaurte, Ricaurte, Narino, Colombia"
2003-05-08,Sabotaje,8,5,2003,Nariño,Ricaurte,IP Ospina Pérez,Infraestructura Eléctrica,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 27 Pp. 219,1.213605,-77.996673,"Ricaurte, Ricaurte, Narino, Colombia"
2007-10-28,Quema de Vehículos,28,10,2007,Nariño,Ricaurte,Sitio El Carrizal,Medios de Transporte,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 36 Pp. 130,1.213605,-77.996673,"Ricaurte, Ricaurte, Narino, Colombia"
1998-03-17,Quema de Vehículos,17,3,1998,Cesar,Río de Oro,Sitio El Platanal ,Medios de Transporte,Guerrilla,Guerrilla-ELN,,,Noche y Niebla # 7 y 8. Pp. 75,8.294267,-73.387468,"Río de Oro, Río de Oro, Cesar, Colombia"
2000-06-27,Asesinato Selectivo,27,6,2000,Bolívar,Rio Viejo,Vereda Pueblito Mejía,Vivienda,Grupo Armado No Identificado,Grupo Armado No Identificado, ,,Noche y Niebla # 16 Pp. 191,8.588397,-73.840258,"Rio Viejo, Río Viejo, Bolivar, Colombia"
1998-11-14,Ataque a Propiedad,14,11,1998,Bolívar,Río Viejo,Vereda Pueblo Olivares,Vivienda Urbana,Grupos Paramilitares,Grupos Paramilitares,,,Noche y Niebla #10. Pp. 69,8.588397,-73.840258,"Rio Viejo, Río Viejo, Bolivar, Colombia"
1998-11-22,Ataque a Propiedad,22,11,1998,Bolívar,Río Viejo,Población Buena Seña,Vivienda Urbana,Grupos Paramilitares,Grupos Paramilitares,,,Noche y Niebla #10. Pp. 74,8.588397,-73.840258,"Rio Viejo, Río Viejo, Bolivar, Colombia"
1998-11-22,Ataque a Propiedad,22,11,1998,Bolívar,Río Viejo,Corregimiento Norosí,Vivienda Urbana,Grupos Paramilitares,Grupos Paramilitares,,,Noche y Niebla #10. Pp. 74,8.588397,-73.840258,"Rio Viejo, Río Viejo, Bolivar, Colombia"
1998-11-07,Asesinato Selectivo,7,11,1998,Tolima,Rioblanco,IP La Lindosa y IP Puerto Saldaña-Veredas Alto Bonito y Palmesca,Vivienda,Guerrilla,Guerrilla-FARC, ,,Noche y Niebla # 10 Pág. 63,3.530079,-75.643671,"Rioblanco, Rioblanco, Tolima, Colombia"
1999-05-08,Asesinato Selectivo,8,5,1999,Tolima,Rioblanco,Inspeccion de Policía de Puerto Saldaña-Vereda la Palma,Vivienda,Grupos Paramilitares,Grupos Paramilitares, ,,Noche y Niebla # 12 Pp. 73,3.530079,-75.643671,"Rioblanco, Rioblanco, Tolima, Colombia"
1999-06-06,Acciones Bélicas,6,6,1999,Tolima,Rioblanco,IP Puerto Saldaña,Entidades Públicas,Guerrilla,Guerrilla-FARC,,,,3.530079,-75.643671,"Rioblanco, Rioblanco, Tolima, Colombia"
2000-04-01,Acciones Bélicas,1,4,2000,Tolima,Rioblanco,Cabecera Municipal,Lugares de Culto/ Vivienda,Guerrilla,Guerrilla-FARC, ,,Revista Noche y Niebla # 16 Abril  Pp. 49,3.530079,-75.643671,"Rioblanco, Rioblanco, Tolima, Colombia"
2001-04-01,Acciones Bélicas,1,4,2001,Tolima,Rioblanco,Cabecera Municipal,Lugares de Culto/ Vivienda,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 16 Pp. 49,3.530079,-75.643671,"Rioblanco, Rioblanco, Tolima, Colombia"
2004-09-21,Ataque a Propiedad,21,9,2004,Tolima,Rioblanco,Vereda Peñas Blancas,Propiedad Rural,Fuerza Pública,Ejército Nacional,,,Noche y Niebla # 30 Pp. 164,3.530079,-75.643671,"Rioblanco, Rioblanco, Tolima, Colombia"
2007-04-11,Acciones Bélicas,11,4,2007,Tolima,Rioblanco,Cabecera Municipal,Vivienda/Establecimiento Comercial,Guerrilla,Guerrilla-FARC,,,Banco de Datos de Derechos Humanos y Violencia Política,3.530079,-75.643671,"Rioblanco, Rioblanco, Tolima, Colombia"
2004-03-13,Acciones Bélicas,13,3,2004,Valle del Cauca,Riofrio,Corregimiento Fenicia,Vivienda/Medios de Transporte,Guerrilla,Guerrilla-FARC,,,Banco de Datos de Derechos Humanos y Violencia Política,4.15663,-76.287762,"Riofrío, Riofrío, Valle del Cauca, Colombia"
1990-03-01,Sabotaje,1,3,1990,Valle del Cauca,Riofrío,,Infraestructura energética,Guerrilla,Guerrilla-ELN,,,"Boletin Informativo Justicia y Paz, Volumen 3 #1. Pp. 77",4.15663,-76.287762,"Riofrío, Riofrío, Valle del Cauca, Colombia"
2004-03-13,Ataque a Propiedad,13,3,2004,Valle del Cauca,Riofrío,Corregimiento Fenicia,Medios de Transporte - Vivienda Urbana,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 29 Pp. 114,4.15663,-76.287762,"Riofrío, Riofrío, Valle del Cauca, Colombia"
1994-02-21,Quema de Vehículos,21,2,1994,La Guajira,Riohacha,Caserío Campana Nuevo,Medios de Transporte,Guerrilla,Guerrilla-EPL,,,Justicia y Paz Vol 7 #1,11.5384151,-72.9167838,"Riohacha, Riohacha, La Guajira, Colombia"
1994-05-17,Quema de Vehículos,17,5,1994,La Guajira,Riohacha,Puerto Bomba,Medios de Transporte (Bus de Servicio Público) ,Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 7 #2,11.5384151,-72.9167838,"Riohacha, Riohacha, La Guajira, Colombia"
1994-05-28,Quema de Vehículos,28,5,1994,La Guajira,Riohacha,Caserío Pelechua,Medios de Transporte (Bus de Servicio Público) ,Guerrilla,Guerrilla-EPL,,,Justicia y Paz Vol 7 #2,11.5384151,-72.9167838,"Riohacha, Riohacha, La Guajira, Colombia"
1994-08-04,Quema de Vehículos,4,8,1994,La Guajira,Riohacha,Sitio Campa Nuevo,Medios de Transporte (Bus de Servicio Público) ,Guerrilla,Guerrilla-EPL,,,Justicia y Paz Vol 7 #3,11.5384151,-72.9167838,"Riohacha, Riohacha, La Guajira, Colombia"
1995-06-27,Quema de Vehículos,27,6,1995,La Guajira,Riohacha,Corregimiento Dibulla,Medios de Transporte,Guerrilla,Guerrilla-EPL,,,"Boletin Informativo Justicia y Paz, Volumen 8 #2. Pp. 119",11.5384151,-72.9167838,"Riohacha, Riohacha, La Guajira, Colombia"
1996-08-19,Quema de Vehículos,19,8,1996,La Guajira,Riohacha,,Medios de Transporte,Guerrilla,Guerrilla-ELN,,,Noche y Niebla # 1. Pp. 69,11.5384151,-72.9167838,"Riohacha, Riohacha, La Guajira, Colombia"
1996-09-28,Quema de Vehículos,28,9,1996,La Guajira,Riohacha,,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 1. Pp. 81,11.5384151,-72.9167838,"Riohacha, Riohacha, La Guajira, Colombia"
1997-10-13,Ataque a Organizaciones,13,10,1997,La Guajira,Riohacha,Cabecera Municipal,,Guerrilla,Guerrilla-ELN,,,Noche y Niebla # 6. Pp. 99,11.5384151,-72.9167838,"Riohacha, Riohacha, La Guajira, Colombia"
1997-10-16,Quema de Vehículos,16,10,1997,La Guajira,Riohacha,Vía Troncal del Caribe,Medios de Transporte,Guerrilla,Guerrilla-EPL,,,Noche y Niebla # 6. Pp. 99,11.5384151,-72.9167838,"Riohacha, Riohacha, La Guajira, Colombia"
1998-03-31,Atentado,31,3,1998,La Guajira,Riohacha,,Vivienda Urbana,Guerrilla,Guerrilla-ELN,,,Noche y Niebla # 7 y 8. Pp. 84,11.5384151,-72.9167838,"Riohacha, Riohacha, La Guajira, Colombia"
2000-09-02,Acciones Bélicas-Ataque a Instituciones,2,9,2000,La Guajira,Riohacha,Cabecera Municipal,Entidades Públicas/Viviendas,Guerrilla,Guerrilla-FARC,,,,11.5384151,-72.9167838,"Riohacha, Riohacha, La Guajira, Colombia"
2001-03-24,Asesinato Selectivo,24,3,2001,La Guajira,Riohacha,Zona Rural,Propiedad Rural,Guerrilla,Guerrilla-FARC, ,,"Revista Noche y Niebla # 19 Enero- Marzo 2001, Página 189",11.5384151,-72.9167838,"Riohacha, Riohacha, La Guajira, Colombia"
2001-10-20,Sabotaje,20,10,2001,La Guajira,Riohacha,Ranchería El Patrón,Infraestructura Energética -Vivienda,Guerrilla,Guerrilla-FARC y ELN,6,7,Noche y Niebla # 22 Pp. 25,11.5384151,-72.9167838,"Riohacha, Riohacha, La Guajira, Colombia"
